"Site","WS","gseason","WD","n"
"SaxtonLakeWx","(6,9]","Winter","90",1906
"SaxtonLakeWx","(6,9]","Winter","120",1789
"SaxtonLakeWx","(6,9]","Winter","150",493
"SaxtonLakeWx","(6,9]","Winter","180",100
"SaxtonLakeWx","(6,9]","Winter","210",164
"SaxtonLakeWx","(6,9]","Winter","240",479
"SaxtonLakeWx","(6,9]","Winter","270",2202
"SaxtonLakeWx","(6,9]","Winter","300",1994
"SaxtonLakeWx","(6,9]","Winter","330",491
"SaxtonLakeWx","(3,6]","Summer","0",283
"SaxtonLakeWx","(3,6]","Summer","30",390
"SaxtonLakeWx","(3,6]","Summer","60",1148
"SaxtonLakeWx","(3,6]","Summer","90",2151
"SaxtonLakeWx","(3,6]","Summer","120",1596
"SaxtonLakeWx","(3,6]","Summer","150",367
"SaxtonLakeWx","(3,6]","Summer","180",207
"SaxtonLakeWx","(3,6]","Summer","210",274
"SaxtonLakeWx","(3,6]","Summer","240",765
"SaxtonLakeWx","(3,6]","Summer","270",2423
"SaxtonLakeWx","(3,6]","Summer","300",1546
"SaxtonLakeWx","(3,6]","Summer","330",395
"SaxtonLakeWx","(3,6]","Winter","0",328
"SaxtonLakeWx","(3,6]","Winter","30",359
"SaxtonLakeWx","(3,6]","Winter","60",946
"SaxtonLakeWx","(3,6]","Winter","90",2603
"SaxtonLakeWx","(3,6]","Winter","120",2319
"SaxtonLakeWx","(3,6]","Winter","150",576
"SaxtonLakeWx","(3,6]","Winter","180",250
"SaxtonLakeWx","(3,6]","Winter","210",363
"SaxtonLakeWx","(3,6]","Winter","240",906
"SaxtonLakeWx","(3,6]","Winter","270",2948
"SaxtonLakeWx","(3,6]","Winter","300",1851
"SaxtonLakeWx","(3,6]","Winter","330",488
"SaxtonLakeWx","(-Inf,3]","Summer","0",416
"SaxtonLakeWx","(-Inf,3]","Summer","30",492
"SaxtonLakeWx","(-Inf,3]","Summer","60",1216
"SaxtonLakeWx","(-Inf,3]","Summer","90",3044
"SaxtonLakeWx","(-Inf,3]","Summer","120",3613
"SaxtonLakeWx","(-Inf,3]","Summer","150",624
"SaxtonLakeWx","(-Inf,3]","Summer","180",356
"SaxtonLakeWx","(-Inf,3]","Summer","210",517
"SaxtonLakeWx","(-Inf,3]","Summer","240",1216
"SaxtonLakeWx","(-Inf,3]","Summer","270",3361
"SaxtonLakeWx","(-Inf,3]","Summer","300",1913
"SaxtonLakeWx","(-Inf,3]","Summer","330",580
"SaxtonLakeWx","(-Inf,3]","Winter","0",701
"SaxtonLakeWx","(-Inf,3]","Winter","30",828
"SaxtonLakeWx","(-Inf,3]","Winter","60",2107
"SaxtonLakeWx","(-Inf,3]","Winter","90",7113
"SaxtonLakeWx","(-Inf,3]","Winter","120",4957
"SaxtonLakeWx","(-Inf,3]","Winter","150",1041
"SaxtonLakeWx","(-Inf,3]","Winter","180",677
"SaxtonLakeWx","(-Inf,3]","Winter","210",940
"SaxtonLakeWx","(-Inf,3]","Winter","240",2068
"SaxtonLakeWx","(-Inf,3]","Winter","270",6153
"SaxtonLakeWx","(-Inf,3]","Winter","300",2875
"SaxtonLakeWx","(-Inf,3]","Winter","330",879
"Sunbeam","(9, Inf]","Summer","0",853
"Sunbeam","(9, Inf]","Summer","30",886
"Sunbeam","(9, Inf]","Summer","60",213
"Sunbeam","(9, Inf]","Summer","90",805
"Sunbeam","(9, Inf]","Summer","120",2855
"Sunbeam","(9, Inf]","Summer","150",2225
"Sunbeam","(9, Inf]","Summer","180",1020
"Sunbeam","(9, Inf]","Summer","210",828
"Sunbeam","(9, Inf]","Summer","240",1071
"Sunbeam","(9, Inf]","Summer","270",1002
"Sunbeam","(9, Inf]","Summer","300",1326
"Sunbeam","(9, Inf]","Summer","330",2061
"Sunbeam","(9, Inf]","Winter","0",856
"Sunbeam","(9, Inf]","Winter","30",1170
"Sunbeam","(9, Inf]","Winter","60",341
"Sunbeam","(9, Inf]","Winter","90",1480
"Sunbeam","(9, Inf]","Winter","120",6040
"Sunbeam","(9, Inf]","Winter","150",4428
"Sunbeam","(9, Inf]","Winter","180",752
"Sunbeam","(9, Inf]","Winter","210",747
"Sunbeam","(9, Inf]","Winter","240",1392
"Sunbeam","(9, Inf]","Winter","270",584
"Sunbeam","(9, Inf]","Winter","300",981
"Sunbeam","(9, Inf]","Winter","330",2059
"Sunbeam","(6,9]","Summer","0",159
"Sunbeam","(6,9]","Summer","30",134
"Sunbeam","(6,9]","Summer","60",71
"Sunbeam","(6,9]","Summer","90",147
"Sunbeam","(6,9]","Summer","120",232
"Sunbeam","(6,9]","Summer","150",245
"Sunbeam","(6,9]","Summer","180",236
"Sunbeam","(6,9]","Summer","210",226
"Sunbeam","(6,9]","Summer","240",314
"Sunbeam","(6,9]","Summer","270",435
"Sunbeam","(6,9]","Summer","300",256
"Sunbeam","(6,9]","Summer","330",179
"Sunbeam","(6,9]","Winter","0",149
"Sunbeam","(6,9]","Winter","30",84
"Sunbeam","(6,9]","Winter","60",82
"Sunbeam","(6,9]","Winter","90",165
"Sunbeam","(6,9]","Winter","120",231
"Sunbeam","(6,9]","Winter","150",279
"Sunbeam","(6,9]","Winter","180",126
"Sunbeam","(6,9]","Winter","210",144
"Sunbeam","(6,9]","Winter","240",186
"Sunbeam","(6,9]","Winter","270",199
"Sunbeam","(6,9]","Winter","300",169
"Sunbeam","(6,9]","Winter","330",203
"Sunbeam","(3,6]","Summer","0",173
"Sunbeam","(3,6]","Summer","30",162
"Sunbeam","(3,6]","Summer","60",92
"Sunbeam","(3,6]","Summer","90",119
"Sunbeam","(3,6]","Summer","120",128
"Sunbeam","(3,6]","Summer","150",119
"Sunbeam","(3,6]","Summer","180",114
"Sunbeam","(3,6]","Summer","210",130
"Sunbeam","(3,6]","Summer","240",146
"Sunbeam","(3,6]","Summer","270",275
"Sunbeam","(3,6]","Summer","300",219
"Sunbeam","(3,6]","Summer","330",164
"Sunbeam","(3,6]","Winter","0",196
"Sunbeam","(3,6]","Winter","30",119
"Sunbeam","(3,6]","Winter","60",88
"Sunbeam","(3,6]","Winter","90",124
"Sunbeam","(3,6]","Winter","120",183
"Sunbeam","(3,6]","Winter","150",192
"Sunbeam","(3,6]","Winter","180",106
"Sunbeam","(3,6]","Winter","210",102
"Sunbeam","(3,6]","Winter","240",128
"Sunbeam","(3,6]","Winter","270",172
"Sunbeam","(3,6]","Winter","300",153
"Sunbeam","(3,6]","Winter","330",154
"Sunbeam","(-Inf,3]","Summer","0",93
"Sunbeam","(-Inf,3]","Summer","30",94
"Sunbeam","(-Inf,3]","Summer","60",106
"Sunbeam","(-Inf,3]","Summer","90",119
"Sunbeam","(-Inf,3]","Summer","120",176
"Sunbeam","(-Inf,3]","Summer","150",79
"Sunbeam","(-Inf,3]","Summer","180",90
"Sunbeam","(-Inf,3]","Summer","210",71
"Sunbeam","(-Inf,3]","Summer","240",73
"Sunbeam","(-Inf,3]","Summer","270",80
"Sunbeam","(-Inf,3]","Summer","300",85
"Sunbeam","(-Inf,3]","Summer","330",101
"Sunbeam","(-Inf,3]","Winter","0",272
"Sunbeam","(-Inf,3]","Winter","30",304
"Sunbeam","(-Inf,3]","Winter","60",313
"Sunbeam","(-Inf,3]","Winter","90",727
"Sunbeam","(-Inf,3]","Winter","120",837
"Sunbeam","(-Inf,3]","Winter","150",376
"Sunbeam","(-Inf,3]","Winter","180",247
"Sunbeam","(-Inf,3]","Winter","210",352
"Sunbeam","(-Inf,3]","Winter","240",549
"Sunbeam","(-Inf,3]","Winter","270",393
"Sunbeam","(-Inf,3]","Winter","300",339
"Sunbeam","(-Inf,3]","Winter","330",296
"Thompson","(9, Inf]","Summer","0",78
"Thompson","(9, Inf]","Summer","30",24
"Thompson","(9, Inf]","Summer","60",21
"Thompson","(9, Inf]","Summer","90",54
"Thompson","(9, Inf]","Summer","120",73
"Thompson","(9, Inf]","Summer","150",259
"Thompson","(9, Inf]","Summer","180",525
"Thompson","(9, Inf]","Summer","210",526
"Thompson","(9, Inf]","Summer","240",532
"Thompson","(9, Inf]","Summer","270",798
"Thompson","(9, Inf]","Summer","300",642
"Thompson","(9, Inf]","Summer","330",980
"Thompson","(9, Inf]","Winter","0",29
"Thompson","(9, Inf]","Winter","30",35
"Thompson","(9, Inf]","Winter","60",81
"Thompson","(9, Inf]","Winter","90",180
"Thompson","(9, Inf]","Winter","120",399
"Thompson","(9, Inf]","Winter","150",682
"Thompson","(9, Inf]","Winter","180",1030
"Thompson","(9, Inf]","Winter","210",731
"Thompson","(9, Inf]","Winter","240",501
"Thompson","(9, Inf]","Winter","270",586
"Thompson","(9, Inf]","Winter","300",325
"Thompson","(9, Inf]","Winter","330",266
"Thompson","(6,9]","Summer","0",294
"Thompson","(6,9]","Summer","30",150
"Thompson","(6,9]","Summer","60",146
"Thompson","(6,9]","Summer","90",173
"Thompson","(6,9]","Summer","120",326
"Thompson","(6,9]","Summer","150",783
"Thompson","(6,9]","Summer","180",1164
"Thompson","(6,9]","Summer","210",609
"Thompson","(6,9]","Summer","240",471
"Thompson","(6,9]","Summer","270",882
"Thompson","(6,9]","Summer","300",817
"Thompson","(6,9]","Summer","330",756
"Thompson","(6,9]","Winter","0",107
"Thompson","(6,9]","Winter","30",162
"Thompson","(6,9]","Winter","60",229
"Thompson","(6,9]","Winter","90",573
"Thompson","(6,9]","Winter","120",1389
"Thompson","(6,9]","Winter","150",1829
"Thompson","(6,9]","Winter","180",1362
"Thompson","(6,9]","Winter","210",421
"Thompson","(6,9]","Winter","240",269
"Thompson","(6,9]","Winter","270",383
"Thompson","(6,9]","Winter","300",331
"Thompson","(6,9]","Winter","330",285
"Thompson","(3,6]","Summer","0",480
"Thompson","(3,6]","Summer","30",268
"Thompson","(3,6]","Summer","60",290
"Thompson","(3,6]","Summer","90",385
"Thompson","(3,6]","Summer","120",934
"Thompson","(3,6]","Summer","150",1280
"Thompson","(3,6]","Summer","180",1033
"Thompson","(3,6]","Summer","210",623
"Thompson","(3,6]","Summer","240",685
"Thompson","(3,6]","Summer","270",1003
"Thompson","(3,6]","Summer","300",1174
"Thompson","(3,6]","Summer","330",765
"Thompson","(3,6]","Winter","0",519
"Thompson","(3,6]","Winter","30",550
"Thompson","(3,6]","Winter","60",752
"Thompson","(3,6]","Winter","90",1664
"Thompson","(3,6]","Winter","120",2666
"Thompson","(3,6]","Winter","150",2053
"Thompson","(3,6]","Winter","180",1212
"Thompson","(3,6]","Winter","210",490
"Thompson","(3,6]","Winter","240",365
"Thompson","(3,6]","Winter","270",436
"Thompson","(3,6]","Winter","300",588
"Thompson","(3,6]","Winter","330",445
"Thompson","(-Inf,3]","Summer","0",723
"Thompson","(-Inf,3]","Summer","30",564
"Thompson","(-Inf,3]","Summer","60",678
"Thompson","(-Inf,3]","Summer","90",940
"Thompson","(-Inf,3]","Summer","120",1380
"Thompson","(-Inf,3]","Summer","150",2740
"Thompson","(-Inf,3]","Summer","180",2057
"Thompson","(-Inf,3]","Summer","210",1333
"Thompson","(-Inf,3]","Summer","240",1451
"Thompson","(-Inf,3]","Summer","270",2025
"Thompson","(-Inf,3]","Summer","300",2756
"Thompson","(-Inf,3]","Summer","330",1962
"Thompson","(-Inf,3]","Winter","0",2186
"Thompson","(-Inf,3]","Winter","30",2101
"Thompson","(-Inf,3]","Winter","60",2973
"Thompson","(-Inf,3]","Winter","90",4654
"Thompson","(-Inf,3]","Winter","120",4761
"Thompson","(-Inf,3]","Winter","150",5333
"Thompson","(-Inf,3]","Winter","180",3109
"Thompson","(-Inf,3]","Winter","210",1213
"Thompson","(-Inf,3]","Winter","240",1060
"Thompson","(-Inf,3]","Winter","270",1452
"Thompson","(-Inf,3]","Winter","300",1979
"Thompson","(-Inf,3]","Winter","330",2219
"WillowBowron PGTIS 2","(6,9]","Summer","30",1
"WillowBowron PGTIS 2","(6,9]","Summer","60",3
"WillowBowron PGTIS 2","(6,9]","Winter","0",10
"WillowBowron PGTIS 2","(6,9]","Winter","270",14
"WillowBowron PGTIS 2","(6,9]","Winter","300",52
"WillowBowron PGTIS 2","(6,9]","Winter","330",37
"WillowBowron PGTIS 2","(3,6]","Summer","0",97
"WillowBowron PGTIS 2","(3,6]","Summer","30",82
"WillowBowron PGTIS 2","(3,6]","Summer","60",85
"WillowBowron PGTIS 2","(3,6]","Summer","90",35
"WillowBowron PGTIS 2","(3,6]","Summer","120",2
"WillowBowron PGTIS 2","(3,6]","Summer","210",1
"WillowBowron PGTIS 2","(3,6]","Summer","240",9
"WillowBowron PGTIS 2","(3,6]","Summer","270",67
"WillowBowron PGTIS 2","(3,6]","Summer","300",126
"WillowBowron PGTIS 2","(3,6]","Summer","330",113
"WillowBowron PGTIS 2","(3,6]","Winter","0",456
"WillowBowron PGTIS 2","(3,6]","Winter","30",302
"WillowBowron PGTIS 2","(3,6]","Winter","60",123
"WillowBowron PGTIS 2","(3,6]","Winter","90",18
"WillowBowron PGTIS 2","(3,6]","Winter","120",2
"WillowBowron PGTIS 2","(3,6]","Winter","180",3
"WillowBowron PGTIS 2","(3,6]","Winter","210",4
"WillowBowron PGTIS 2","(3,6]","Winter","240",26
"WillowBowron PGTIS 2","(3,6]","Winter","270",307
"WillowBowron PGTIS 2","(3,6]","Winter","300",900
"WillowBowron PGTIS 2","(3,6]","Winter","330",771
"WillowBowron PGTIS 2","(-Inf,3]","Summer","0",3496
"WillowBowron PGTIS 2","(-Inf,3]","Summer","30",3187
"WillowBowron PGTIS 2","(-Inf,3]","Summer","60",3749
"WillowBowron PGTIS 2","(-Inf,3]","Summer","90",3845
"WillowBowron PGTIS 2","(-Inf,3]","Summer","120",1494
"WillowBowron PGTIS 2","(-Inf,3]","Summer","150",799
"WillowBowron PGTIS 2","(-Inf,3]","Summer","180",823
"WillowBowron PGTIS 2","(-Inf,3]","Summer","210",1044
"WillowBowron PGTIS 2","(-Inf,3]","Summer","240",1845
"WillowBowron PGTIS 2","(-Inf,3]","Summer","270",3892
"WillowBowron PGTIS 2","(-Inf,3]","Summer","300",6352
"WillowBowron PGTIS 2","(-Inf,3]","Summer","330",4588
"WillowBowron PGTIS 2","(-Inf,3]","Winter","0",4989
"WillowBowron PGTIS 2","(-Inf,3]","Winter","30",4124
"WillowBowron PGTIS 2","(-Inf,3]","Winter","60",3742
"WillowBowron PGTIS 2","(-Inf,3]","Winter","90",3010
"WillowBowron PGTIS 2","(-Inf,3]","Winter","120",1531
"WillowBowron PGTIS 2","(-Inf,3]","Winter","150",995
"WillowBowron PGTIS 2","(-Inf,3]","Winter","180",1263
"WillowBowron PGTIS 2","(-Inf,3]","Winter","210",1262
"WillowBowron PGTIS 2","(-Inf,3]","Winter","240",1322
"WillowBowron PGTIS 2","(-Inf,3]","Winter","270",3709
"WillowBowron PGTIS 2","(-Inf,3]","Winter","300",7374
"WillowBowron PGTIS 2","(-Inf,3]","Winter","330",5750
