"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Sunbeam","2010","mean",-3.68,-5.73,-1.46,1.07,795.99,84.04,NA,4.04,24.47,12.41,66.95,NA,NA,NA,NA,NA,NA
"Sunbeam","2010","max",12.2,9.39,15.89,13.2,814.38,97.06,-Inf,11.06,89.09,24.49,213.37,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2010","min",-27.55,-29.52,-25.56,0,775.73,20.62,Inf,0,270.67,0,11.28,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2010","obs_na",0,0,0,0,11,0,123,0,0,0,0,123,123,123,123,123,123
"Sunbeam","2011","mean",0.01,-2.39,2.67,0.78,795.81,83.98,NA,2.79,349.93,-Inf,131.26,NA,NA,NA,NA,NA,NA
"Sunbeam","2011","max",16.15,13.16,19.96,24.2,816.52,97.45,-Inf,9.24,88.86,20.41,375.24,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2011","min",-18.95,-20.64,-16.87,0,774.48,38.15,Inf,0,272.71,-Inf,5.87,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2011","obs_na",0,0,0,0,8,0,172,57,57,0,72,172,172,172,172,172,172
"Sunbeam","2012","mean",-1.32,-3.41,1.05,0.85,794.61,82.32,-4.48,3.57,331.86,10.49,73.69,NA,NA,NA,NA,NA,NA
"Sunbeam","2012","max",18.13,15.51,22.82,16.2,818.64,97.69,5.85,9.51,88.33,23.93,239.16,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2012","min",-16.29,-18.03,-13.31,0,771.67,32.98,-18.14,0,270.28,0,9.82,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2012","obs_na",0,0,0,0,0,0,0,0,3,0,0,128,128,128,128,128,128
"Sunbeam","2013","mean",-3.08,-5.32,-0.78,0.72,795.73,82.46,-6.03,3.22,NA,9.78,71.28,NA,NA,NA,NA,NA,NA
"Sunbeam","2013","max",18.02,15.58,21.84,18,808.79,97.45,8.29,8.69,-Inf,21.34,226.92,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2013","min",-23.57,-24.99,-21.37,0,776.27,37.2,-30.29,0,Inf,0,5.92,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2013","obs_na",0,0,0,0,0,0,0,0,118,0,0,118,118,118,118,118,118
"Sunbeam","2014","mean",-0.05,Inf,-Inf,1.31,796.26,81.13,-3.56,3.72,NA,11.72,141.81,NA,NA,NA,NA,NA,NA
"Sunbeam","2014","max",19.16,Inf,22.37,32.4,813.56,100,9.19,10.36,-Inf,40.82,408.27,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2014","min",-25.18,-29.06,-Inf,0,769.76,20.57,-28.15,0,Inf,0,6.54,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2014","obs_na",197,0,0,0,4,197,197,0,365,0,0,365,365,365,365,365,365
"Sunbeam","2015","mean",0.28,-2.25,3,1.13,794.04,79.81,-3.52,3.13,NA,10.53,137.45,NA,NA,NA,NA,NA,NA
"Sunbeam","2015","max",18.5,14.62,22.18,22.6,808.4,100,8.63,10.27,-Inf,23.92,374.37,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2015","min",-21.85,-24.16,-16.7,0,772.55,11.78,-25.59,0,Inf,0,9.62,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2015","obs_na",0,0,0,0,227,0,0,0,365,0,0,365,365,365,365,365,365
"Sunbeam","2016","mean",-0.08,-2.34,2.49,1.27,795.07,83.44,-3.06,3.31,340.92,10.96,133.18,NA,NA,NA,NA,NA,NA
"Sunbeam","2016","max",14.45,11.86,18.75,17.8,810.66,100,8.49,9.46,89.39,25.18,401.09,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2016","min",-22.59,-26.08,-19.1,0,763.62,11.84,-27.65,0,270.74,0,9.46,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2016","obs_na",0,0,0,0,12,0,0,0,264,0,0,366,366,366,366,366,366
"Sunbeam","2017","mean",-1.3,-3.83,1.45,1,796.47,81.3,-4.76,3.71,348.49,11.66,135.34,NA,NA,NA,NA,NA,NA
"Sunbeam","2017","max",19.86,16.51,23.38,28.2,813.65,100,8.6,13.08,89.5,29.43,382.55,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2017","min",-24.5,-26.85,-23.2,0,776.61,30.87,-29.24,0,270.6,0,8.16,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2017","obs_na",0,0,0,0,198,0,0,0,198,0,0,365,365,365,365,365,365
"Sunbeam","2018","mean",-0.95,-3.39,1.71,1.14,795.07,81.11,-4.4,4.36,348.36,12.72,135.32,NA,NA,NA,NA,NA,NA
"Sunbeam","2018","max",18.7,15.56,22.99,27.2,808.56,100,7.17,10.36,89.02,27.09,370.82,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2018","min",-22.69,-24.21,-20.26,0,776.34,27.92,-25.2,0,270.21,0,9.2,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Sunbeam","2019","mean",-1.64,-3.86,0.73,1.5,794.62,83.18,-4.57,4.15,351.32,12.22,133.78,NA,NA,NA,NA,NA,NA
"Sunbeam","2019","max",15.12,12,19.25,25.4,807.26,100,8.53,10.03,88.63,27.68,384.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2019","min",-30.8,-34.02,-28.02,0,771.42,20.98,-32.8,0,271.54,0.19,10.03,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Sunbeam","2020","mean",-2.04,-4.36,0.33,1.66,793.82,87.33,-4.19,4.69,358.24,13.57,128.28,NA,NA,NA,NA,NA,NA
"Sunbeam","2020","max",19.42,15.29,24.1,44.8,811.41,100,9.49,11.23,89.6,34.89,415.72,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2020","min",-32.91,-35.27,-27.9,0,770.98,35.12,-34.98,0,270.24,0,9.3,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Sunbeam","2021","mean",-1.71,-4.05,0.68,1.08,793.32,83.54,-4.69,4.66,348.87,-Inf,137.65,NA,NA,NA,NA,NA,NA
"Sunbeam","2021","max",25.71,21.39,30.24,22,809.25,100,10.94,33.13,89.75,49.31,383.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2021","min",-31.71,-32.98,-30.69,0,766.82,21.42,-33.75,0,270.02,-Inf,8.79,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2021","obs_na",0,0,0,0,0,0,0,30,31,0,0,365,365,365,365,365,365
"Sunbeam","2022","mean",-1.15,-3.74,1.52,0.89,795.01,81.48,-2.79,4.06,343.35,-Inf,144.16,NA,NA,NA,NA,NA,9.47
"Sunbeam","2022","max",19.41,16.58,23.3,29.4,811.77,100,10.16,11.69,86.7,30.79,410.1,-Inf,-Inf,-Inf,-Inf,-Inf,26.65
"Sunbeam","2022","min",-32.12,-33.81,-29.82,0,767.6,19.17,-25.85,0.58,270.07,-Inf,8.16,Inf,Inf,Inf,Inf,Inf,0
"Sunbeam","2022","obs_na",0,0,0,0,0,0,54,101,99,0,0,365,365,365,365,365,279
"Sunbeam","2023","mean",0.67,-2.14,3.85,0.91,794.48,77.01,-5.16,2.6,345.62,7.59,143.95,NA,NA,NA,NA,NA,18.11
"Sunbeam","2023","max",18.7,13.69,23.26,19.2,811.3,100,3.63,7.97,89.91,49.31,380.67,-Inf,-Inf,-Inf,-Inf,-Inf,61.57
"Sunbeam","2023","min",-27.47,-31.14,-21.13,0,770.57,25.96,-17.24,0,271.35,0.97,7.59,Inf,Inf,Inf,Inf,Inf,0
"Sunbeam","2023","obs_na",0,0,0,0,0,0,257,0,0,0,0,365,365,365,365,365,113
"Sunbeam","2024","mean",-8.96,-10.55,-7.58,0,789.65,89.41,-10.45,3.04,336.67,7.06,25.74,NA,NA,NA,NA,NA,NA
"Sunbeam","2024","max",-4.6,-5.48,-3.42,0,796.55,95.06,-6.41,4.29,65.58,9.36,47.79,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Sunbeam","2024","min",-15.55,-16.49,-14.08,0,782.6,78.34,-16.78,1.51,281.62,4.87,9.93,Inf,Inf,Inf,Inf,Inf,Inf
"Sunbeam","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8
"Thompson","2007","mean",-1.77,-4.88,1.73,0.89,909.16,83.58,-4.44,1.55,0.84,6.56,52.98,NA,NA,NA,NA,22.67,NA
"Thompson","2007","max",11.92,6.03,22.46,21.6,929.59,96.41,3.95,4.43,89.03,19.11,207.75,-Inf,-Inf,-Inf,-Inf,88.58,-Inf
"Thompson","2007","min",-20.44,-21.57,-19.24,0,885.45,59.55,-23.01,0,274.88,0,5.4,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,110,110,110,110,0,110
"Thompson","2008","mean",2.5,-2.19,7.4,0.66,911.28,71.51,-2.81,1.81,1.38,7.59,127.27,NA,NA,NA,NA,16.65,NA
"Thompson","2008","max",20.76,12.36,30.22,14.2,928.33,97.47,11.72,4.6,89.2,17.81,365.04,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2008","min",-28.94,-34.43,-25.33,0,874.84,35.93,-32.69,0,271.19,0,4.46,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2008","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Thompson","2009","mean",2.5,-2.44,7.45,0.81,911.96,70.93,-3.03,1.65,356.97,7.33,135.4,NA,NA,NA,NA,16.95,NA
"Thompson","2009","max",24.52,15.32,32.38,19.4,935.6,97.56,13.55,4.48,89.9,18.55,361.25,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2009","min",-28.6,-32.91,-20.74,0,885.03,30.95,-31.33,0,270.09,0,6.6,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2009","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Thompson","2010","mean",3.68,-0.99,8.45,0.74,909.42,72.35,-1.65,1.59,345.74,7.06,134.6,NA,NA,NA,NA,20.86,NA
"Thompson","2010","max",21.66,14.46,30.34,21.6,928.23,96.94,11.72,4.62,89.56,16.88,382.34,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2010","min",-20.18,-24.71,-15.95,0,879.1,37.64,-22.64,0,270.14,0.19,4.3,Inf,Inf,Inf,Inf,0.02,Inf
"Thompson","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Thompson","2011","mean",0.56,-3.58,4.97,0.92,909.61,75.41,-3.73,1.65,353.71,7.47,109.07,NA,NA,NA,NA,19.83,NA
"Thompson","2011","max",19.21,13.32,26.34,34.6,930,95.75,10.55,4.12,89.92,17.07,352.18,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2011","min",-22.95,-27.52,-21.12,0,883.5,42.79,-27.94,0,270.56,0,4.1,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,308,308,308,308,0,308
"Thompson","2012","mean",5.26,0.23,10.58,0.74,910.83,67.23,-1.27,1.25,353.02,5.96,153.59,NA,NA,NA,NA,15.06,NA
"Thompson","2012","max",21.84,14.09,31.12,17,928.66,96.52,11.55,3.47,89.34,19.67,364.47,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2012","min",-31.63,-36.46,-26.11,0,884.32,35.25,-35.76,0,271.13,0,9.05,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2012","obs_na",0,0,0,103,0,0,0,0,0,0,0,289,289,289,289,0,289
"Thompson","2013","mean",2.1,-2.03,7.62,0.41,915.95,88.28,0.14,0.81,0.47,4.33,69.85,NA,NA,NA,NA,45.03,NA
"Thompson","2013","max",8.26,5.4,16.38,6.4,927.69,99.21,5.68,1.52,72.48,8.53,126.65,-Inf,-Inf,-Inf,-Inf,91.62,-Inf
"Thompson","2013","min",-5.52,-10.56,-2.44,0,906.52,74.96,-5.85,0.47,278.51,2.78,23.01,Inf,Inf,Inf,Inf,10,Inf
"Thompson","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,24
"Thompson","2014","mean",-0.51,-3.7,3.09,1.38,910.21,89.17,-2.31,0.83,339.71,4.77,48.65,NA,NA,NA,NA,48.58,NA
"Thompson","2014","max",16.16,9.42,24.79,19.4,940.06,100,9.96,2.09,89.62,12.8,166.97,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2014","min",-22.38,-27.06,-17.36,0,888.04,51.83,-24.72,0,270.03,0,4.35,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2014","obs_na",0,0,0,0,0,0,0,0,0,0,0,103,103,103,103,0,103
"Thompson","2015","mean",4.59,0.06,9.39,0.94,912.7,75.67,-0.24,1.04,359.64,5.82,133.86,NA,NA,NA,NA,23.19,NA
"Thompson","2015","max",24.36,18.28,31.52,21.4,929.48,100,11.86,3.36,88.7,15.96,372.13,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2015","min",-17.2,-18.76,-16.02,0,884.45,31.56,-19.48,0,270.2,0,4.15,Inf,Inf,Inf,Inf,0,Inf
"Thompson","2015","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Thompson","2016","mean",4.42,-0.01,9.19,1.18,912.1,79.03,0.25,0.79,1.04,5.09,131.64,0.1,NA,NA,NA,24.59,NA
"Thompson","2016","max",19.06,14.47,27.12,38.8,931.66,100,13.38,2.46,89.21,14.47,386.66,0.17,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2016","min",-22.38,-26.11,-18.76,0,887.03,27.25,-24.6,0,270.25,0,3.84,0.01,Inf,Inf,Inf,0,Inf
"Thompson","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,272,366,366,366,0,366
"Thompson","2017","mean",2.98,-1.87,8.12,1.19,912.61,75.63,-1.78,0.55,353.7,5.12,137.77,0.07,NA,NA,NA,20.28,NA
"Thompson","2017","max",22.71,12.51,31.23,34.8,934.98,100,11.87,2.51,89.56,12.43,401.88,0.18,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2017","min",-22.12,-27.06,-18.52,0,882.16,39.75,-26.25,0,270.08,0,3.73,0.01,Inf,Inf,Inf,0,Inf
"Thompson","2017","obs_na",0,0,0,0,0,0,0,0,171,0,0,0,365,365,365,0,365
"Thompson","2018","mean",3.57,-1.37,8.62,0.77,913.73,75.07,-1.35,0.26,350.38,4.71,141.83,0.07,NA,NA,NA,20.79,NA
"Thompson","2018","max",24.9,15.61,34.26,16,929.08,100,12.05,1.59,89.19,11.84,386.34,0.17,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2018","min",-22.79,-27.21,-18.39,0,890.62,35.27,-25.02,0,270.66,0.25,3.52,0.02,Inf,Inf,Inf,0,Inf
"Thompson","2018","obs_na",0,0,0,0,0,0,0,0,156,0,0,0,365,365,365,0,365
"Thompson","2019","mean",3.38,-1.47,8.54,1.08,913.73,77.23,-0.93,0.14,358.63,4.05,136.32,0.08,NA,NA,NA,28.32,NA
"Thompson","2019","max",20.78,12.85,28.62,20.2,932.65,100,13.09,1.03,89.03,11.84,396.88,0.21,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2019","min",-23.99,-29.06,-18.65,0,888.47,37.12,-26.48,0,270.55,0,3.21,0.02,Inf,Inf,Inf,0,Inf
"Thompson","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"Thompson","2020","mean",3.3,-1.25,8.09,1.08,912.43,77.38,-0.87,0.13,3.68,4.24,125.05,0.08,NA,NA,NA,26.43,NA
"Thompson","2020","max",20.1,12.73,28.34,23.2,932.69,99.17,12.69,0.82,89.43,10.07,382.19,0.25,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2020","min",-29.76,-35.97,-24.43,0,889.75,34.27,-32.23,0,270.25,0,1.96,0.03,Inf,Inf,Inf,0,Inf
"Thompson","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,366,366,366,0,366
"Thompson","2021","mean",3.24,-1.5,8.24,0.99,911.45,75.63,-1.37,0.09,0.94,-Inf,125.19,0.07,NA,NA,NA,23.08,NA
"Thompson","2021","max",27.91,16.99,37.65,25.8,932.04,99.51,14.27,0.88,89.92,12.34,385.58,0.2,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2021","min",-29.14,-33.3,-24.21,0,883.69,41.15,-31.55,0,270.61,-Inf,2.07,0.02,Inf,Inf,Inf,0,Inf
"Thompson","2021","obs_na",0,0,0,0,0,0,0,80,0,0,0,0,365,365,365,0,365
"Thompson","2022","mean",3.29,-1.67,8.61,0.82,913.67,75.87,-1.23,0.02,354,3.16,112.67,0.05,NA,NA,NA,26.72,NA
"Thompson","2022","max",22.97,14.67,31.92,25.8,938.6,99.38,13.71,0.4,89.25,8.56,377.24,0.15,-Inf,-Inf,-Inf,100,-Inf
"Thompson","2022","min",-31.02,-34.59,-25.21,0,885.88,39.37,-33.54,0,270.42,0,3.15,0,Inf,Inf,Inf,0,Inf
"Thompson","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"Thompson","2023","mean",6.53,0.66,12.65,0.77,912.06,68.73,0.12,0.01,359.12,3,130.6,0.06,NA,NA,14.73,21.01,NA
"Thompson","2023","max",21.42,15.01,31.05,28.2,931.75,99.86,12.77,0.34,89.96,7.55,333.22,0.26,-Inf,-Inf,17.47,100,-Inf
"Thompson","2023","min",-22.13,-29.52,-16.37,0,891.38,30.03,-26.43,0,270.01,0,3.21,0.01,Inf,Inf,11.62,0,Inf
"Thompson","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,255,255,173,0,255
"Willow-Bowron","2007","mean",3.17,-2.18,8.63,1.61,943.83,84.07,0.33,0.24,12.22,3.32,66.42,NA,NA,NA,NA,NA,NA
"Willow-Bowron","2007","max",17.64,11.38,31.12,23.6,964.07,98.9,13.25,1.21,89.68,9.28,248.06,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Willow-Bowron","2007","min",-27.2,-32.48,-21.79,0,917.36,55.85,-29.69,0,270.6,0,2.59,Inf,Inf,Inf,Inf,Inf,Inf
"Willow-Bowron","2007","obs_na",0,0,0,0,0,0,0,0,0,0,0,153,153,153,153,153,153
"Willow-Bowron","2008","mean",4.17,-2.26,10.73,1.39,944,80.76,0.36,0.25,6.34,-Inf,109.73,NA,NA,NA,NA,40.75,NA
"Willow-Bowron","2008","max",22.23,13.32,32.76,28,962.8,100,16.12,1.21,89.96,8.53,279.68,-Inf,-Inf,-Inf,-Inf,98.16,-Inf
"Willow-Bowron","2008","min",-30.88,-36.46,-26.1,0,908.1,33.25,-34.26,0,270.48,-Inf,2.95,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2008","obs_na",0,0,0,0,0,0,0,96,96,0,0,324,324,324,324,163,324
"Willow-Bowron","2009","mean",3.15,-3.27,9.64,1.33,944.91,80.47,-0.86,0.22,3.36,3,103.94,NA,NA,NA,NA,39.38,NA
"Willow-Bowron","2009","max",21.88,12.16,34.01,21.6,968.55,100,15.03,1.31,89.85,9.09,324.73,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2009","min",-33.54,-37.96,-27.06,0,920.16,36.4,-36.43,0,270.33,0,3.11,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2009","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Willow-Bowron","2010","mean",3.98,-2.24,10.01,1.06,941.67,76.4,-0.98,0.27,9.36,3.06,75.28,NA,NA,NA,NA,29.44,NA
"Willow-Bowron","2010","max",16.4,10.99,27.52,21,964.95,100,13.21,1.07,89.98,7.42,279.93,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2010","min",-27.73,-32.48,-21,0,912.7,39.69,-30.09,0,270.95,0,3.78,Inf,Inf,Inf,Inf,0.15,Inf
"Willow-Bowron","2010","obs_na",0,0,0,0,0,0,0,0,0,0,45,182,182,182,182,0,182
"Willow-Bowron","2011","mean",6.12,0.86,11.62,0.16,943.11,86.32,3.53,0.23,1.43,3.13,72.88,NA,NA,NA,NA,41.44,NA
"Willow-Bowron","2011","max",17.29,14.09,26.73,2.8,962.8,100,15.77,1.35,87.62,7.42,233.16,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2011","min",-17.3,-25.18,-13.48,0,917.99,47.31,-18.35,0,272.65,0,3.26,Inf,Inf,Inf,Inf,0.07,Inf
"Willow-Bowron","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,185,185,185,185,0,185
"Willow-Bowron","2012","mean",4.11,-1.68,10.12,0.95,942.31,81.31,0.31,0.2,357.23,-Inf,91.35,NA,NA,NA,NA,28.8,NA
"Willow-Bowron","2012","max",20.38,13.7,31.52,17.6,962.05,100,15.07,1.25,88.66,7.42,308.17,-Inf,-Inf,-Inf,-Inf,99.95,-Inf
"Willow-Bowron","2012","min",-31.28,-35.05,-26.1,0,917.79,37.06,-34.42,0,270.17,-Inf,1.65,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2012","obs_na",0,0,0,0,0,0,0,146,146,0,0,366,366,366,366,0,366
"Willow-Bowron","2013","mean",7.01,0.86,13.63,1.53,944.6,81.76,3.02,0.28,2.59,3.1,112.39,NA,NA,NA,NA,33.89,NA
"Willow-Bowron","2013","max",21.77,15.23,33.17,19.4,958.54,100,14.89,1.1,88.71,6.86,305.21,-Inf,-Inf,-Inf,-Inf,96.32,-Inf
"Willow-Bowron","2013","min",-24.69,-29.08,-18.76,0,919.08,45.47,-26.52,0,270.08,0,3.63,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2013","obs_na",0,0,0,0,0,0,0,0,0,0,0,294,294,294,294,0,294
"Willow-Bowron","2014","mean",8.4,2.1,14.68,1.18,944.69,78.69,3.26,0.06,NA,-Inf,98.8,NA,NA,NA,NA,32.3,NA
"Willow-Bowron","2014","max",21.63,15.62,35.27,16.6,974.67,100,15.23,0.61,-Inf,7.3,306.09,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2014","min",-28.54,-32.48,-22.6,0,921.81,28.79,-31.5,0,Inf,-Inf,1.96,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2014","obs_na",0,0,0,0,0,0,0,65,226,0,0,226,226,226,226,0,226
"Willow-Bowron","2015","mean",4.48,Inf,-Inf,1.01,944.83,82.13,0.76,0.09,NA,2.57,78.7,NA,NA,NA,NA,33.82,NA
"Willow-Bowron","2015","max",22.89,Inf,33.03,19.8,964.59,100,14.8,1.15,-Inf,7.55,303.54,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2015","min",-17.13,-19.49,-Inf,0,918.24,35.58,-19.41,0,Inf,0,2.22,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2015","obs_na",46,0,0,56,0,46,46,0,365,0,0,365,365,365,365,0,365
"Willow-Bowron","2016","mean",5.41,0.1,11.06,1.46,943.96,83.06,2.18,0.07,NA,2.44,70.44,NA,NA,NA,NA,37.35,NA
"Willow-Bowron","2016","max",19.72,15.27,29.34,29.8,967.17,100,14.37,1.04,-Inf,6.04,293.17,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2016","min",-26.32,-30.34,-21.08,0,919.15,46.76,-28.28,0,Inf,0,2.43,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2016","obs_na",0,0,0,0,0,0,0,0,366,0,0,366,366,366,366,0,366
"Willow-Bowron","2017","mean",4.08,-1.79,10.05,0.88,944.52,78.99,0.17,0.07,0.56,2.74,69.51,NA,NA,NA,NA,26.28,NA
"Willow-Bowron","2017","max",20.57,12.65,34.2,14.8,969.28,100,14.27,1.13,89.94,7.05,292.91,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2017","min",-26.62,-31.99,-21.82,0,915.91,50.39,-28.59,0,270.85,0,2.64,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2017","obs_na",0,0,0,7,0,0,0,0,124,0,0,365,365,365,365,0,365
"Willow-Bowron","2018","mean",4.33,-1.75,10.39,1.17,945.4,79.13,0.42,0.02,1.18,2.46,66.73,NA,NA,NA,NA,27.24,NA
"Willow-Bowron","2018","max",22.53,14.51,33.86,43.4,964,99.97,15.05,0.48,89.85,8.05,275.51,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2018","min",-24.98,-33.38,-20.03,0,921.42,52.44,-27,0,270.88,0,1.34,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Willow-Bowron","2019","mean",3.95,-1.77,9.71,1.62,945.34,81.3,0.52,0.02,0.98,2.28,56.63,NA,NA,NA,NA,39.48,NA
"Willow-Bowron","2019","max",19.4,13.14,29.04,25.6,964.08,99.96,15.28,0.55,89.97,7.05,244.57,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2019","min",-28.25,-35.79,-20.88,0,920.44,43.05,-30.48,0,270.5,0,1.28,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Willow-Bowron","2020","mean",4.43,-0.8,9.54,1.27,944.37,82.18,1.24,0.04,0.34,2.86,49.77,NA,NA,NA,NA,39.16,NA
"Willow-Bowron","2020","max",20,13.43,30.19,26.2,964.19,99.9,16.03,0.59,89.67,8.56,161.4,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2020","min",-36.47,-43.3,-29.52,0,921.61,42.77,-39.04,0,270.14,0,0.92,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Willow-Bowron","2021","mean",4.43,-1.28,10.29,1.1,943.52,79.43,0.62,0.05,2.43,2.94,56.16,NA,NA,NA,NA,23.09,NA
"Willow-Bowron","2021","max",26.82,16.44,38.76,21.6,965.65,99.67,18.56,0.88,89.74,7.55,185.93,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Willow-Bowron","2021","min",-34.15,-41.39,-25.79,0,916.78,46.06,-36.56,0,270.05,0,1.54,Inf,Inf,Inf,Inf,0,Inf
"Willow-Bowron","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Willow-Bowron","2022","mean",4.11,-1.52,10.07,0.96,945.74,80.4,0.56,0.06,359.48,2.79,58.35,NA,NA,NA,NA,26.06,NA
"Willow-Bowron","2022","max",21.76,15.05,32.69,18,975.98,99.7,16.03,0.99,89.79,6.54,199.16,-Inf,-Inf,-Inf,-Inf,95.2,-Inf
