"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Central Plateau Finlay","2010","mean",4.91,Inf,-Inf,1.18,943.03,77.35,0.22,0.3,355.59,-Inf,90.69,NA,NA,NA,NA,33.82,NA
"Central Plateau Finlay","2010","max",20.64,Inf,32.76,20.6,965.32,100,13.95,1.44,87.46,9.28,332.5,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2010","min",-27.13,-32.48,-Inf,0,914.78,35.04,-29.8,0,271.25,-Inf,3.47,Inf,Inf,Inf,Inf,0.05,Inf
"Central Plateau Finlay","2010","obs_na",51,0,0,51,51,51,51,64,51,0,51,365,365,365,365,51,365
"Central Plateau Finlay","2011","mean",3.68,-1.37,9.17,1.57,943.2,79.97,-0.13,0.32,345.79,3.71,89.26,NA,NA,NA,NA,32.19,NA
"Central Plateau Finlay","2011","max",17.31,13.7,27.12,41.4,965.54,100,15.2,1.41,88.61,9.28,297.81,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2011","min",-25.61,-33.73,-19.49,0,918.25,43.77,-28.75,0,270.9,0,2.75,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2012","mean",4.56,Inf,-Inf,0.83,943.68,76.91,-0.29,0.28,352.05,-Inf,84.64,NA,NA,NA,NA,29.22,NA
"Central Plateau Finlay","2012","max",20.54,Inf,31.93,19.4,962.37,100,15.07,1.32,89.85,8.16,285.82,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2012","min",-31.27,-35.05,-Inf,0,918.03,20.02,-34.9,0,270.9,-Inf,1.43,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2012","obs_na",66,0,0,66,66,71,71,66,66,0,66,366,366,366,366,66,366
"Central Plateau Finlay","2013","mean",5.27,-0.04,11.12,1.56,945.66,80.57,0.14,0.26,348.79,3.12,78.2,NA,NA,NA,NA,34.87,NA
"Central Plateau Finlay","2013","max",22.32,15.62,33.17,31,963,100,14.48,1.49,89.89,7.42,256.82,-Inf,-Inf,-Inf,-Inf,99.95,-Inf
"Central Plateau Finlay","2013","min",-24.34,-29.08,-19.49,0,919.28,22,-34.6,0,272.6,0,1.91,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2013","obs_na",0,0,0,0,0,4,4,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2014","mean",4.64,-0.92,10.31,1.05,944.94,76.21,-0.75,0.24,346.56,2.88,76.93,NA,NA,NA,NA,28.15,NA
"Central Plateau Finlay","2014","max",21.93,17.53,35.08,17.8,974.52,100,14.13,1.32,88.92,7.79,275.35,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2014","min",-27.13,-32.48,-21.67,0,915.9,21.25,-41.21,0,271.36,0,2.07,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2014","obs_na",0,0,0,36,0,13,13,0,0,0,0,365,365,365,365,36,365
"Central Plateau Finlay","2015","mean",5.86,0.55,11.43,1.38,945.67,79.29,1.8,0.24,350.81,2.98,68.11,NA,NA,NA,NA,32.67,NA
"Central Plateau Finlay","2015","max",23.47,15.44,32.85,19,964.71,100,15.08,1.53,88.39,7.79,226.4,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2015","min",-17.26,-18.88,-14.95,0,918.21,41.98,-19.22,0,270.19,0,2.01,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2015","obs_na",0,0,0,0,148,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2016","mean",5.59,0.59,11.04,1.61,944.46,81.58,2.06,0.24,353.44,2.96,58.68,NA,NA,NA,NA,37.12,NA
"Central Plateau Finlay","2016","max",19.69,15.87,28.57,26.8,968.52,100,14.24,1.61,89.02,11.69,220.72,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2016","min",-26.26,-30.13,-21.57,0,919.1,42.95,-28.18,0,270.66,0,2.9,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Central Plateau Finlay","2017","mean",4.28,-1.22,9.97,1.01,945.53,77.4,0.05,0.3,351.73,3.08,57.03,NA,NA,NA,NA,26.29,NA
"Central Plateau Finlay","2017","max",21.49,12.7,34.73,14.4,970.15,100,14.38,1.62,89.79,7.98,196.35,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2017","min",-26.4,-31.84,-21.62,0,917.31,49.83,-28.32,0,271.95,0,3,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2018","mean",4.53,-1.12,10.27,1.19,946.42,77.46,0.28,0.25,350.36,2.78,53.24,NA,NA,NA,NA,28.96,NA
"Central Plateau Finlay","2018","max",23.32,15.82,34.07,37.4,965.19,100,14.98,1.13,89.96,6.86,176.71,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2018","min",-24.67,-31.62,-21.08,0,922.52,49.81,-26.69,0,271.54,0,1.91,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2019","mean",4.09,-1.23,9.52,1.33,946.31,80,0.4,0.23,352.01,2.81,46.34,NA,NA,NA,NA,37.33,NA
"Central Plateau Finlay","2019","max",19.69,13.23,28.82,25.8,965.08,99.85,15.38,1.17,88.32,6.86,138.69,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2019","min",-27.31,-34.51,-20.98,0,921.3,38.88,-29.62,0,270.26,0,1.33,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2020","mean",4.55,-0.21,9.37,1.76,945.12,81.14,1.15,0.25,344.37,3.02,41.38,NA,NA,NA,NA,37.97,NA
"Central Plateau Finlay","2020","max",20.12,14.41,29.79,25.2,964.75,99.76,15.97,1.37,85.92,6.49,145.77,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2020","min",-35.61,-42.08,-29.59,0,922.25,40.56,-38.13,0,271.01,0,0.82,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Central Plateau Finlay","2021","mean",4.64,-0.58,10.16,1,944.26,77.75,0.49,0.31,350.22,3.17,42.18,NA,NA,NA,NA,22.84,NA
"Central Plateau Finlay","2021","max",27.3,17.11,38.59,18.2,967.1,99.65,18.33,1.48,85.32,7.05,133.64,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2021","min",-33.76,-40.82,-26.14,0,917.35,40.82,-36.52,0,272.5,0,1.34,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2022","mean",4.28,-0.95,9.97,0.91,946.24,78.89,0.43,1.67,352.36,2.55,74.57,NA,NA,NA,NA,25.48,NA
"Central Plateau Finlay","2022","max",22.09,15.29,32.69,28.6,977.55,99.65,16.27,18.53,86.11,9.83,304.95,-Inf,-Inf,-Inf,-Inf,95.34,-Inf
"Central Plateau Finlay","2022","min",-37.8,-41.62,-32.67,0,916.35,41.79,-40.71,0,271.41,0,2.06,Inf,Inf,Inf,Inf,0,Inf
"Central Plateau Finlay","2022","obs_na",0,0,0,90,0,0,0,0,0,0,0,365,365,365,365,0,365
"Central Plateau Finlay","2023","mean",7.64,1.47,14.17,0.93,943.91,75.64,2.84,45.87,1.19,0.65,177.93,NA,NA,NA,NA,26.25,NA
"Central Plateau Finlay","2023","max",21.93,14.58,32.77,21.2,966.28,99.98,14.5,127.54,3.67,1.67,311.56,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Central Plateau Finlay","2023","min",-23.42,-32.07,-15.55,0,924.7,51.08,-25.97,2.22,0.02,0,91.82,Inf,Inf,Inf,Inf,1.32,Inf
"Central Plateau Finlay","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,289,289,289,289,0,289
"Chapman","2021","mean",1.7,-4.41,7.63,1.42,914.58,83.83,-1.26,0.11,1.94,3.85,92.15,0.24,0.21,0.26,7.85,NA,NA
"Chapman","2021","max",19.9,13.88,31.1,20.8,930.86,99.98,11.81,0.76,89.63,9.56,299.05,0.33,0.41,0.49,13.5,-Inf,-Inf
"Chapman","2021","min",-38.86,-42.81,-31.19,0,887.28,55.14,-41.46,0,270.48,0,1.23,0.13,0.08,0.14,2.81,Inf,Inf
"Chapman","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176
"Chapman","2022","mean",1.54,-5.22,8.03,1.15,917.77,79.37,-2.34,0.15,6.71,4.16,118.03,0.35,0.27,0.34,7.99,NA,NA
"Chapman","2022","max",19.97,11.73,32.1,34.8,946.75,99.97,12.7,1.34,88.89,11.58,336.3,0.55,0.56,0.54,18.5,-Inf,-Inf
"Chapman","2022","min",-38.18,-41.73,-30.27,0,890.69,42.52,-40.74,0,270.38,0,2.22,0.08,0.07,0.1,-2.3,Inf,Inf
"Chapman","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,365,365
"Chapman","2023","mean",4.79,-3.57,12.49,0.76,916.01,73.45,-0.65,0.17,8.06,4.61,158.23,0.21,0.16,0.22,6.4,NA,NA
"Chapman","2023","max",20.22,13.06,31.2,22.81,936.86,99.69,11.81,1.13,89.78,10.57,351.35,0.56,0.56,0.53,13.29,-Inf,-Inf
"Chapman","2023","min",-27.6,-35.79,-16.04,0,896.6,41.41,-32.06,0,270.19,0,2.27,0.09,0.06,0.09,-1.96,Inf,Inf
"Chapman","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,264,264
"character(0)","2018","mean",0.9,-3.75,5.74,1.82,932.36,86.62,-1.45,0.2,334.04,4.64,49.31,0.17,NA,NA,NA,NA,NA
"character(0)","2018","max",10.12,7.39,19.89,32,948.59,99.96,8.03,1.82,89.95,15.1,153.89,0.26,-Inf,-Inf,-Inf,-Inf,-Inf
"character(0)","2018","min",-13.05,-17.99,-6.9,0,908.72,56.57,-14.31,0,271.08,0,3.89,0.09,Inf,Inf,Inf,Inf,Inf
"character(0)","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109
"character(0)","2019","mean",3.25,-2.95,9.47,1.85,932.09,81.34,-0.29,0.21,345.13,4.87,114.88,0.2,NA,NA,NA,NA,10.46
"character(0)","2019","max",19.72,13.11,28.74,28,950.39,99.96,14.78,1.49,89.48,15.6,328.06,0.27,-Inf,-Inf,-Inf,-Inf,32.13
"character(0)","2019","min",-30.53,-39.22,-19.61,0,907.13,44.14,-33.08,0,270.97,0,2.95,0.11,Inf,Inf,Inf,Inf,0
"character(0)","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,304
"character(0)","2020","mean",3.92,-1.67,9.25,2.27,930.93,82.53,0.73,0.27,347.16,5.54,110.06,0.25,NA,NA,NA,NA,19.02
"character(0)","2020","max",20.93,13.11,32.25,28.4,950.33,99.86,15.08,1.89,86.93,18.12,326.3,0.4,-Inf,-Inf,-Inf,-Inf,74.06
"character(0)","2020","min",-37.86,-45.01,-26.49,0,908.08,47.25,-40.67,0,270.5,0.5,2.17,0.18,Inf,Inf,Inf,Inf,0
"character(0)","2020","obs_na",0,0,0,0,0,0,0,0,207,0,0,0,366,366,366,366,0
"character(0)","2021","mean",5.11,Inf,-Inf,1.48,920.33,77.9,0.85,0.28,357.47,5.14,108.84,0.25,0.46,0.41,6.91,NA,7.91
"character(0)","2021","max",27.8,Inf,38.53,27.6,953.58,99.69,17.44,2.39,89.16,15.1,359.37,0.4,0.59,0.52,14.04,-Inf,57.87
"character(0)","2021","min",-38.38,-43.81,-Inf,0,872.45,42.04,-41.18,0,270.43,0,1.49,0.09,0.22,0.24,0.49,Inf,0
"character(0)","2021","obs_na",120,0,0,0,0,120,120,0,147,0,0,0,365,365,365,542,177
"character(0)","2022","mean",3.56,Inf,-Inf,1.35,919.98,80.82,0.01,0.26,357.24,5.14,119.39,0.27,0.38,0.38,5.19,NA,11.33
"character(0)","2022","max",22.14,Inf,31.94,26.4,963.18,99.78,15.64,2.45,89.95,17.61,348.64,0.41,0.57,0.52,14.97,-Inf,63.56
"character(0)","2022","min",-38.63,-43.68,-Inf,0,876.87,40.02,-41.69,0,270.32,0,1.81,0.13,0.35,0.2,0.42,Inf,0
"character(0)","2022","obs_na",186,0,0,0,0,186,186,0,0,0,0,0,468,365,365,730,365
"character(0)","2023","mean",5.28,-1.13,11.6,1.24,922.2,77.54,0.84,0.3,355.07,5.31,138.82,0.24,0.36,0.31,6.43,NA,16.9
"character(0)","2023","max",20.9,13.57,32.05,29,951.96,100,14.42,1.97,89.72,15.1,365.78,0.56,0.38,0.51,13.94,-Inf,91.64
"character(0)","2023","min",-25.27,-35.62,-17.94,0,890.32,43.57,-27.89,0,270.43,0,2.28,0.14,0.31,0.23,0.99,Inf,0
"character(0)","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,568,365,365,627,262
"character(0)","2024","mean",-2.82,-6.85,0.88,0.9,931.12,95.34,-3.48,0.01,347.11,3.52,17.1,0.22,NA,NA,NA,NA,5.94
"character(0)","2024","max",-1.64,-5.76,2.93,3.6,935.62,98.12,-1.9,0.04,6.62,7.05,24.15,0.23,-Inf,-Inf,-Inf,-Inf,6.04
"character(0)","2024","min",-5.56,-8.53,-1.7,0,926.42,92.47,-6.13,0,326.65,2.01,10.14,0.21,Inf,Inf,Inf,Inf,5.8
"character(0)","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0
"Chief Lake","2019","mean",4.73,-0.87,10.18,2.11,928.34,86.33,2.2,0.07,1.88,3.96,92.66,0.28,NA,NA,NA,38.11,NA
"Chief Lake","2019","max",19.22,11.42,29.32,23.2,946.79,100,13.98,0.94,89.16,10.57,290.2,0.49,-Inf,-Inf,-Inf,99.07,-Inf
"Chief Lake","2019","min",-18.09,-22.89,-9.64,0,907.52,51.44,-19.79,0,270.78,0,2.42,0,Inf,Inf,Inf,2.45,Inf
"Chief Lake","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,1,179,179,179,0,179
"Chief Lake","2020","mean",3.06,-3.56,9.08,1.73,927.19,80.9,-0.52,0.1,3.85,4.34,114.34,0.21,NA,NA,NA,37.29,NA
"Chief Lake","2020","max",20.01,12.07,30.95,23.4,946.98,100,14.07,1.97,89.38,10.57,327.43,0.4,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","2020","min",-31.91,-43.3,-23.14,0,904.46,38.2,-34.38,0,270.54,0,1.86,0.04,Inf,Inf,Inf,0.02,Inf
"Chief Lake","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,2,366,366,366,0,366
"Chief Lake","2021","mean",3.11,-3.71,9.56,1.46,926.36,78.71,-0.99,0.07,358.61,3.71,116.5,0.2,NA,NA,NA,36.2,NA
"Chief Lake","2021","max",26.57,14.96,38.28,22.2,949.17,100,16.13,1.28,89.5,12.08,336.92,0.52,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","2021","min",-32.62,-40.94,-26.49,0,899.43,38.87,-35.12,0,271.88,0,1.7,0.11,Inf,Inf,Inf,0.15,Inf
"Chief Lake","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"Chief Lake","2022","mean",2.93,-4.15,9.67,1.08,928.47,77.85,-1.27,0.07,349.3,3.13,112.95,0.16,NA,NA,NA,36.8,NA
"Chief Lake","2022","max",21.98,13.83,33.16,19.8,958.42,100,14.34,1.95,88.37,9.06,333.95,0.52,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","2022","min",-36.49,-43.3,-26.91,0,899.19,45.13,-39.57,0,270.28,0,1.7,0.08,Inf,Inf,Inf,0,Inf
"Chief Lake","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"Chief Lake","2023","mean",6.33,-1.71,14.03,1.15,926.42,74.3,1.03,0.04,5.34,1.92,137.97,0.2,NA,NA,NA,37.85,NA
"Chief Lake","2023","max",21.34,13.43,33.31,20.8,948.83,100,13.68,1.24,88.72,10.07,330.05,0.5,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","2023","min",-27.31,-38.41,-18.74,0,907.19,46.6,-30.32,0,270.42,0,2.85,0.1,Inf,Inf,Inf,0.56,Inf
"Chief Lake","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,271,271,271,0,271
"Coalmine","2018","mean",0.93,Inf,-Inf,1.65,916.16,87.09,-1.19,0,334.91,-Inf,18.36,NA,NA,NA,NA,NA,NA
"Coalmine","2018","max",9.19,Inf,18.39,25.4,933.66,100,7.54,0.12,80.58,7.05,64,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2018","min",-13.61,-16.95,-Inf,0,878.32,54.8,-15.06,0,281.25,-Inf,1.44,Inf,Inf,Inf,Inf,Inf,Inf
"Coalmine","2018","obs_na",15,0,0,15,15,15,15,15,15,0,15,140,140,140,140,140,140
"Coalmine","2019","mean",3.12,-1.82,8.34,2.04,917.79,82.16,-0.16,0,347.03,2.58,42.28,0.12,NA,NA,NA,NA,NA
"Coalmine","2019","max",19.41,13.38,28.87,26.6,934.35,100,15.48,0.02,88.63,7.05,128.27,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2019","min",-30.94,-38.61,-20.98,0,892.55,44.3,-33.45,0,270.42,0,0.76,0.01,Inf,Inf,Inf,Inf,Inf
"Coalmine","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,190,391,391,391,391,391
"Coalmine","2020","mean",3.87,-0.59,8.49,2.52,917.42,84.1,1.02,0,344.99,3.09,39.17,0.12,NA,NA,NA,NA,NA
"Coalmine","2020","max",21.31,14.19,32.25,33.2,936.06,99.98,14.92,0.15,89.23,7.55,113.17,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2020","min",-36.94,-41.39,-29.45,0,894.58,43.25,-39.67,0,270.12,0,1.07,0.08,Inf,Inf,Inf,Inf,Inf
"Coalmine","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,409,409,409,409,409
"Coalmine","2021","mean",4.04,-0.96,9.22,1.5,917.04,78.04,-0.09,0,347.16,3.08,39.81,0.09,NA,NA,NA,NA,NA
"Coalmine","2021","max",29.73,21.15,39.8,31,937.9,98.82,16.81,0.15,88.96,7.05,122.02,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2021","min",-36.75,-40.17,-31.84,0,890.38,40.72,-39.58,0,273.81,0,0.97,0.02,Inf,Inf,Inf,Inf,Inf
"Coalmine","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,73,398,398,398,398,398
"Coalmine","2022","mean",3.91,-1.08,9.18,1.69,919,79.48,0.15,0,348.56,2.88,43.96,0.07,NA,NA,NA,NA,NA
"Coalmine","2022","max",22.99,14.82,32.1,21.8,945.91,98.99,15.17,0.08,87.98,7.55,139.73,0.12,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2022","min",-37.86,-41.27,-31.12,0,889.51,38.92,-40.83,0,271.96,0,0.86,0.02,Inf,Inf,Inf,Inf,Inf
"Coalmine","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,191,390,390,390,390,390
"Coalmine","2023","mean",7.02,1.24,13.14,1.4,917.31,74.89,2.03,0,354.18,2.79,49.42,0.08,NA,NA,NA,NA,NA
"Coalmine","2023","max",21.3,13.19,32.95,28.2,936.54,99.42,13.39,0.06,89.28,6.54,148.03,0.12,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","2023","min",-24.22,-34.76,-17,0,896.82,40.98,-27.04,0,272.97,0.5,0.79,0.03,Inf,Inf,Inf,Inf,Inf
"Coalmine","2023","obs_na",0,0,0,0,0,0,0,0,0,0,65,0,268,268,268,268,268
"Crystal Lake","2010","mean",6.12,-0.43,12.05,1.54,926.19,72.17,0.44,1.38,0.93,7.38,148.6,NA,NA,NA,NA,25.4,NA
"Crystal Lake","2010","max",20.76,16.11,31.03,53.4,939.63,97.41,13.08,4.2,84.82,15.21,374.83,-Inf,-Inf,-Inf,-Inf,89.68,-Inf
"Crystal Lake","2010","min",-25.38,-33.38,-18.08,0,901.4,36.52,-28.67,0,270.02,0,3.67,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,246,246,246,246,0,246
"Crystal Lake","2011","mean",2.25,-3.69,7.62,1.84,925.25,78.2,-1.66,1.35,10.05,7.08,124.51,NA,NA,NA,NA,28.9,NA
"Crystal Lake","2011","max",17.01,13.43,26.67,23,946.46,97.33,13.02,4.19,88.5,16.88,358.53,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2011","min",-27.82,-39.42,-21.62,0,900.7,46,-30.82,0,270.44,0,4.67,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,0,365
"Crystal Lake","2012","mean",2.61,-3.94,8.67,1.46,925.03,76.52,-1.82,1.35,6.2,7.11,135.48,NA,NA,NA,NA,27.82,NA
"Crystal Lake","2012","max",20.44,15.27,30.7,35.8,944.02,96.6,14.12,4.22,86.99,18.74,359,-Inf,-Inf,-Inf,-Inf,98.68,-Inf
"Crystal Lake","2012","min",-37.79,-44.87,-27.65,0,899.52,37.62,-41.27,0,270.13,0,4.93,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,0,366
"Crystal Lake","2013","mean",3.88,Inf,-Inf,1.68,927.64,78.88,-0.15,1.24,8.43,-Inf,141.9,NA,NA,NA,NA,32.31,NA
"Crystal Lake","2013","max",22.09,Inf,32.25,41.8,943.97,97.4,13,3.67,89.38,26.72,373.27,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2013","min",-22.63,-30.97,-Inf,0,902.65,42.17,-24.78,0,274.53,-Inf,4.04,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2013","obs_na",4,0,0,4,4,4,4,24,23,0,4,365,365,365,365,4,365
"Crystal Lake","2014","mean",7.29,Inf,-Inf,1.78,926.73,76.41,2.47,0.64,NA,-Inf,150.85,NA,NA,NA,NA,33.95,NA
"Crystal Lake","2014","max",23.06,Inf,34.99,25.2,955.4,97.71,13.18,3,-Inf,15.11,382.65,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2014","min",-28.54,-34.76,-Inf,0,905.02,41.09,-30.75,0,Inf,-Inf,6.44,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2014","obs_na",142,0,0,142,142,142,142,156,365,0,142,365,365,365,365,142,365
"Crystal Lake","2015","mean",4.32,-2.14,10.07,1.76,926.56,78.32,0.13,0.67,NA,6.33,137.57,NA,NA,NA,NA,31.18,NA
"Crystal Lake","2015","max",22.94,14.36,31.2,26.8,945.56,97.88,13.79,2.7,-Inf,17.88,375.15,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2015","min",-20.46,-27.96,-16.62,0,901.11,32.87,-22.4,0,Inf,0,3.26,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2015","obs_na",0,0,0,0,0,0,0,0,365,0,0,365,365,365,365,0,365
"Crystal Lake","2016","mean",4.2,-1.83,9.84,2.13,925.81,80.29,0.46,0.59,NA,5.98,132.57,NA,NA,NA,NA,37.47,NA
"Crystal Lake","2016","max",19.7,14.74,29.16,34.4,948.44,98.04,13.62,2.56,-Inf,17.12,375.92,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2016","min",-28.8,-33.38,-19.42,0,900.96,30.79,-31.23,0,Inf,0,6.13,Inf,Inf,Inf,Inf,0,Inf
"Crystal Lake","2016","obs_na",0,0,0,0,0,0,0,0,366,0,0,366,366,366,366,0,366
"Crystal Lake","2017","mean",2.74,-3.68,8.64,1.59,926.09,77.38,-1.49,0.79,351.63,6.78,135.38,0.07,NA,NA,NA,32.66,NA
"Crystal Lake","2017","max",22.28,11.86,34.68,35,950.18,96.6,12.81,2.8,87.69,17.38,381.77,0.1,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2017","min",-29.06,-36.6,-22.17,0,898.89,49.12,-31.72,0,270.24,0.76,5.76,0,Inf,Inf,Inf,0,Inf
"Crystal Lake","2017","obs_na",0,0,0,0,0,0,0,0,256,0,0,256,365,365,365,0,365
"Crystal Lake","2018","mean",2.95,-3.97,9.14,1.29,927.2,76.09,-1.6,0.87,1.16,6.55,138.26,0.08,NA,NA,NA,33.33,NA
"Crystal Lake","2018","max",22.05,16.94,33.63,31,943.59,96.92,14.52,3.27,87.68,17.12,394.1,0.14,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2018","min",-27.24,-36.97,-22.12,0,903.67,43.08,-29.79,0,271.19,0,1.6,0.03,Inf,Inf,Inf,0,Inf
"Crystal Lake","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
"Crystal Lake","2019","mean",2.71,-3.89,8.71,1.72,927.24,78.65,-1.24,0.72,357.04,6.15,115.16,0.1,NA,NA,NA,34.66,NA
"Crystal Lake","2019","max",19.7,13.45,28.59,30.8,944.72,97.75,14.04,2.39,89.98,14.35,350.3,0.18,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","2019","min",-27.98,-37.92,-20.93,0,903.05,38.66,-31.08,0,271.6,0,3.58,0.02,Inf,Inf,Inf,0,Inf
"Crystal Lake","2019","obs_na",0,0,0,0,0,0,0,0,0,0,53,0,365,365,365,0,365
"Crystal Lake","2020","mean",2.94,Inf,-Inf,1.91,925.71,80.22,-0.61,0.83,3.28,-Inf,76.3,0.11,NA,NA,NA,25.69,NA
"Crystal Lake","2020","max",22.54,Inf,32.77,24.6,945.14,97.27,14.42,2.98,88.5,17.63,423.19,0.17,-Inf,-Inf,-Inf,99.02,-Inf
"Crystal Lake","2020","min",-30.05,-39.11,-Inf,0,902.72,42.42,-32.83,0,282.77,-Inf,3.37,0.08,Inf,Inf,Inf,0,Inf
"Crystal Lake","2020","obs_na",9,0,0,40,9,9,9,9,9,0,137,9,366,366,366,40,366
"Crystal Lake","2021","mean",3.09,-3.62,8.9,1.62,924.64,77.39,-1.13,0.78,357.35,6.58,125.46,0.12,NA,NA,NA,24.64,NA
"Crystal Lake","2021","max",27.69,15.75,38.31,23,946.5,96.93,16.75,3.53,89.32,16.12,372.71,0.16,-Inf,-Inf,-Inf,98.46,-Inf
"Crystal Lake","2021","min",-32.79,-41.73,-26.73,0,897.7,46.19,-35.43,0,272.95,1.26,4.62,0.08,Inf,Inf,Inf,0.61,Inf
"Crystal Lake","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,0,365
