"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Mackenzie Junction","2015","Aug","min",8.91,1.02,12.75,0,915.44,49.8,4.65,0.77,276.22,4.64,57.07,Inf,Inf,Inf,Inf,3.65,Inf
"Mackenzie Junction","2015","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2015","Sep","mean",7.74,1.83,13.98,2.17,929.64,82.89,4.71,1.28,339.11,6.66,121.66,NA,NA,NA,NA,52.35,NA
"Mackenzie Junction","2015","Sep","max",16.48,11.1,24.97,11.8,937.2,94.92,10.57,2.17,87.61,10.02,231.6,-Inf,-Inf,-Inf,-Inf,93.63,-Inf
"Mackenzie Junction","2015","Sep","min",2.77,-3.9,8.04,0,919.63,68.89,0.16,0.75,271.31,4.45,33.43,Inf,Inf,Inf,Inf,8.41,Inf
"Mackenzie Junction","2015","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2015","Oct","mean",4.94,0.05,10.01,1.65,930.99,83.97,2.23,1.19,334.95,5.79,68.74,NA,NA,NA,NA,52.77,NA
"Mackenzie Junction","2015","Oct","max",14.36,10.25,21.27,13.4,944.88,95.67,9.93,2.39,84.92,13.17,152.69,-Inf,-Inf,-Inf,-Inf,98.02,-Inf
"Mackenzie Junction","2015","Oct","min",-2.79,-7.97,0.8,0,912.33,66.47,-4,0.45,270.58,2.78,11.18,Inf,Inf,Inf,Inf,6.91,Inf
"Mackenzie Junction","2015","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2015","Nov","mean",-5.95,-10.2,-1.09,0.82,930.66,87.83,-7.65,1.01,353.22,5.51,33.38,NA,NA,NA,NA,51.8,NA
"Mackenzie Junction","2015","Nov","max",1.69,0.47,5.36,6,950.08,96.61,0.55,2.79,89.72,10.39,66.18,-Inf,-Inf,-Inf,-Inf,96.79,-Inf
"Mackenzie Junction","2015","Nov","min",-17.86,-22.37,-9.78,0,912.05,78.07,-19.89,0.08,271.13,1.86,5.87,Inf,Inf,Inf,Inf,9.73,Inf
"Mackenzie Junction","2015","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2015","Dec","mean",-6.77,-10.02,-4.29,1.17,924.5,91.69,-7.91,0.62,1.12,2.9,13.88,NA,NA,NA,NA,64,NA
"Mackenzie Junction","2015","Dec","max",1.64,0.69,4.12,20.6,950.46,96.92,0.57,2.1,88.9,7.05,37.95,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2015","Dec","min",-15.7,-23.46,-13.16,0,911.53,87.05,-17.15,0,274.07,0,2.27,Inf,Inf,Inf,Inf,8.7,Inf
"Mackenzie Junction","2015","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Jan","mean",-7.38,-10.42,-4.38,1.34,929.72,90.93,-8.61,0.72,359.36,3.82,22.31,NA,NA,NA,NA,55.26,NA
"Mackenzie Junction","2016","Jan","max",3.4,0.8,4.79,23.6,948.59,97.97,1.61,2.34,89.38,8.53,51.13,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","Jan","min",-24.52,-29.12,-18.97,0,915.65,82.62,-26.57,0,272.02,0,4.46,Inf,Inf,Inf,Inf,8.04,Inf
"Mackenzie Junction","2016","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Feb","mean",-2.25,-6.54,2.27,1.97,930.33,89.2,-3.86,0.84,340.94,4.75,57.63,NA,NA,NA,NA,52.82,NA
"Mackenzie Junction","2016","Feb","max",2.14,0.63,7.34,23,944.29,96.02,0.25,2.46,80.78,9.09,119.78,-Inf,-Inf,-Inf,-Inf,99.53,-Inf
"Mackenzie Junction","2016","Feb","min",-12.61,-18.88,-8.43,0,905.49,74.71,-13.89,0,272.6,0,10.09,Inf,Inf,Inf,Inf,8.5,Inf
"Mackenzie Junction","2016","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,29,29,29,29,0,29
"Mackenzie Junction","2016","Mar","mean",0.45,-4.55,6.47,1.45,926.16,80.53,-2.86,1,337.52,5.65,115.74,NA,NA,NA,NA,44.21,NA
"Mackenzie Junction","2016","Mar","max",4.87,-0.09,17.01,7.8,944.81,94.26,0.61,1.72,82.7,9.46,218.01,-Inf,-Inf,-Inf,-Inf,80.78,-Inf
"Mackenzie Junction","2016","Mar","min",-4.16,-10.97,-2.62,0,909.38,64.96,-7.49,0.21,278.44,1.86,34.62,Inf,Inf,Inf,Inf,1.52,Inf
"Mackenzie Junction","2016","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Apr","mean",5.91,-1.33,13.08,1.48,931.61,71.36,0.28,1.28,339.59,7.22,183.87,NA,NA,NA,NA,37.2,NA
"Mackenzie Junction","2016","Apr","max",12.75,5.8,23.83,17.8,940.83,94.18,5.57,2.09,89.52,12.43,281.6,-Inf,-Inf,-Inf,-Inf,84.22,-Inf
"Mackenzie Junction","2016","Apr","min",2.14,-5.45,4.69,0,924.46,49.88,-4.27,0.56,273.05,4.27,40.72,Inf,Inf,Inf,Inf,0.44,Inf
"Mackenzie Junction","2016","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2016","May","mean",10.14,1.23,17.45,0.79,932.82,61.7,1.94,1.56,327.32,7.93,238.16,NA,NA,NA,NA,22.27,NA
"Mackenzie Junction","2016","May","max",15.45,7.22,25.65,8.4,942.85,86.55,5.8,2.83,85.82,12.99,339.42,-Inf,-Inf,-Inf,-Inf,60.44,-Inf
"Mackenzie Junction","2016","May","min",3.84,-5.29,5.67,0,923.33,41.91,-3.71,0.97,272.6,4.45,74.89,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2016","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Jun","mean",13.65,6.57,20.37,3.11,931.44,72.13,7.86,1.52,339.68,7.2,241.23,NA,NA,NA,NA,34.19,NA
"Mackenzie Junction","2016","Jun","max",19.14,12.1,29.41,46.4,940.02,95.29,13.54,2.38,89.49,10.2,381.55,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","Jun","min",4.17,1.18,6.51,0,922.45,48.02,3.11,0.83,285.12,4.27,44.31,Inf,Inf,Inf,Inf,0.07,Inf
"Mackenzie Junction","2016","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2016","Jul","mean",15.53,8.91,21.96,1.92,932.04,75.16,10.59,1.35,322.09,6.99,215.37,NA,NA,NA,NA,33.66,NA
"Mackenzie Junction","2016","Jul","max",19.25,14.55,27.92,16.6,939.7,94.05,13.91,2.18,44.43,11.5,320.77,-Inf,-Inf,-Inf,-Inf,73.9,-Inf
"Mackenzie Junction","2016","Jul","min",10.59,4.09,13.62,0,926.7,60.4,7.57,0.56,271.14,4.45,109.83,Inf,Inf,Inf,Inf,8.9,Inf
"Mackenzie Junction","2016","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Aug","mean",15.31,7.92,22.68,2.45,933.63,73.34,9.83,1.36,348.97,6.97,209.16,NA,NA,NA,NA,35.82,NA
"Mackenzie Junction","2016","Aug","max",19.04,14.6,28.79,17.8,943.82,95.23,13.6,2.1,81.13,11.13,280.15,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","Aug","min",8.45,-0.99,11.83,0,924.2,57.05,3.91,0.77,293.53,4.64,43.69,Inf,Inf,Inf,Inf,0.07,Inf
"Mackenzie Junction","2016","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Sep","mean",8.21,2.3,14.6,2.16,932.97,84.28,5.42,1.33,337.06,6.61,120.32,NA,NA,NA,NA,58.72,NA
"Mackenzie Junction","2016","Sep","max",13.51,9.46,23.16,11.2,941.36,95.07,9.39,2.15,85.22,10.58,203.02,-Inf,-Inf,-Inf,-Inf,98.01,-Inf
"Mackenzie Junction","2016","Sep","min",2.26,-3.78,9.78,0,919.87,67.02,-0.33,0.69,270.38,3.9,17.7,Inf,Inf,Inf,Inf,4.36,Inf
"Mackenzie Junction","2016","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2016","Oct","mean",1.04,-2.14,4.52,1.75,928.72,87.53,-0.94,0.78,2.28,4.67,51.19,NA,NA,NA,NA,58.06,NA
"Mackenzie Junction","2016","Oct","max",4.32,2.13,11.37,14.8,940.57,97.43,2.62,1.88,85.32,10.95,133.32,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","Oct","min",-2.75,-8.53,-0.26,0,910.71,68.71,-5.38,0.02,270.95,1.86,13.11,Inf,Inf,Inf,Inf,7.82,Inf
"Mackenzie Junction","2016","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2016","Nov","mean",0.42,-2.56,2.89,2.09,925.98,91.13,-0.99,0.97,355.48,5.33,24.45,NA,NA,NA,NA,69.59,NA
"Mackenzie Junction","2016","Nov","max",9.75,6.48,14.07,21,937.8,97.6,7.34,2.06,89.72,11.87,71.29,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2016","Nov","min",-7.46,-9.88,-5.42,0,915.53,65.48,-9.11,0.23,274.93,1.48,5.24,Inf,Inf,Inf,Inf,10.29,Inf
"Mackenzie Junction","2016","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2016","Dec","mean",-13.17,-17.55,-9.11,0.09,933.91,85.27,-15.13,1.17,357.94,5.82,26.8,NA,NA,NA,NA,45.97,NA
"Mackenzie Junction","2016","Dec","max",-0.7,-2.36,1.4,2.2,954.39,94.71,-1.46,2.47,89.74,10.39,47.27,-Inf,-Inf,-Inf,-Inf,99.83,-Inf
"Mackenzie Junction","2016","Dec","min",-26.33,-29.66,-20.4,0,916.67,72.96,-28.77,0.01,271.14,1.48,3.52,Inf,Inf,Inf,Inf,4.29,Inf
"Mackenzie Junction","2016","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2017","Jan","mean",-8.7,-12.39,-4.81,1.16,931.96,83.79,-11,1.04,350.3,5.52,27.45,NA,NA,NA,NA,36.46,NA
"Mackenzie Junction","2017","Jan","max",3.12,1.29,6.15,26.6,947.27,95.83,2.2,2.64,86.34,11.87,65.97,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2017","Jan","min",-27.09,-32.45,-19.75,0,903.6,67.62,-29.57,0,271.01,0,8,Inf,Inf,Inf,Inf,0.05,Inf
"Mackenzie Junction","2017","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2017","Feb","mean",-8.59,-13.87,-3.78,0.86,928.24,76.87,-12.11,1.31,5.35,6.94,66.99,NA,NA,NA,NA,21.26,NA
"Mackenzie Junction","2017","Feb","max",5.29,0.88,11.35,21,952.07,96.46,1,2.91,84.11,15.4,124.1,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2017","Feb","min",-23.46,-30.13,-14.71,0,904.51,53.46,-27.34,0.18,271.71,2.6,15.14,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,0,28
"Mackenzie Junction","2017","Mar","mean",-3.96,-9.38,1.47,0.79,927.87,74.26,-8.21,1.42,1.99,7.13,116.14,NA,NA,NA,NA,28.61,NA
"Mackenzie Junction","2017","Mar","max",3.4,0.25,11.64,9.8,942.99,92.6,1.45,2.81,87.87,12.62,191.44,-Inf,-Inf,-Inf,-Inf,96.77,-Inf
"Mackenzie Junction","2017","Mar","min",-18.56,-28.86,-12.45,0,917.59,54.78,-22.45,0.58,270.08,3.34,36.97,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2017","Apr","mean",3.53,-2.65,9.68,0.52,929.34,69.75,-2.06,1.45,324.83,7.89,194.32,NA,NA,NA,NA,27.43,NA
"Mackenzie Junction","2017","Apr","max",6.2,1.4,15.29,3.2,940.77,87.1,2.29,2.54,83.42,11.87,294.42,-Inf,-Inf,-Inf,-Inf,60.86,-Inf
"Mackenzie Junction","2017","Apr","min",-1.5,-7.74,2.15,0,913.73,54.78,-6.92,0.78,271.02,3.9,92.49,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,0,30
"Mackenzie Junction","2017","May","mean",10.19,2.98,17.03,2.59,930.52,69.22,3.83,1.55,331.98,8.01,211.16,NA,NA,NA,NA,28.73,NA
"Mackenzie Junction","2017","May","max",18.4,10.66,28.34,16.8,939.22,95.28,9.98,2.96,88.62,11.32,347.07,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2017","May","min",4,-3.84,7.47,0,920.73,49.3,-0.25,0.95,274.82,4.27,43.49,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2017","Jun","mean",12.93,5.14,19.82,2.94,930.44,69.76,6.58,1.56,340.04,8.31,250.9,0.16,NA,NA,NA,31.3,NA
"Mackenzie Junction","2017","Jun","max",19.55,10.37,29.57,41.4,942.44,95.77,11.34,2.58,88.1,14.29,371.04,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2017","Jun","min",8.56,-1.21,11.54,0,920.1,53.91,0.58,0.94,277.16,5.2,40.46,0.16,Inf,Inf,Inf,0.02,Inf
"Mackenzie Junction","2017","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,21,30,30,30,0,30
"Mackenzie Junction","2017","Jul","mean",14.34,6.3,21.85,1.1,934.04,71.68,8.55,1.4,332.1,7.31,236.97,0.14,NA,NA,NA,29.47,NA
"Mackenzie Junction","2017","Jul","max",19.02,12.53,33.05,8.6,944.55,89.58,11.7,2.44,85.11,12.06,368.65,0.15,-Inf,-Inf,-Inf,64.73,-Inf
"Mackenzie Junction","2017","Jul","min",10.19,0.91,14.94,0,930.01,58.97,3.41,0.84,283.08,4.82,112.59,0.12,Inf,Inf,Inf,4.73,Inf
"Mackenzie Junction","2017","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2017","Aug","mean",15.2,6.81,23.23,0.71,933.57,72.29,9.46,1.21,325.83,6.69,190.97,0.09,NA,NA,NA,34.43,NA
"Mackenzie Junction","2017","Aug","max",20.68,12.05,33.57,4.2,945.67,90.51,13.49,1.96,83.77,10.95,305.73,0.13,-Inf,-Inf,-Inf,65.98,-Inf
"Mackenzie Junction","2017","Aug","min",9.7,0.69,14.17,0,925.21,61.59,4.02,0.65,270.9,3.9,49.16,0.06,Inf,Inf,Inf,2.92,Inf
"Mackenzie Junction","2017","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2017","Sep","mean",10,3.95,17.02,2.11,932.36,81.84,6.62,1.16,314.64,5.61,122.01,0.15,NA,NA,NA,49.04,NA
"Mackenzie Junction","2017","Sep","max",15.37,9.48,28.79,9.8,943.66,93.1,12.72,2.29,89.85,8.53,220.2,0.17,-Inf,-Inf,-Inf,77.33,-Inf
"Mackenzie Junction","2017","Sep","min",4.41,-2.54,7.17,0,920.45,64.19,1.85,0.66,272.36,3.71,37.22,0.1,Inf,Inf,Inf,1.15,Inf
"Mackenzie Junction","2017","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2017","Oct","mean",3.08,-1.69,7.97,2.46,931.67,82.6,0.18,1.37,359.02,6.7,69.76,0.16,NA,NA,NA,44.59,NA
"Mackenzie Junction","2017","Oct","max",7.89,3.35,15.96,25.8,948.4,94.54,4.28,2.41,89.25,10.2,150.41,0.17,-Inf,-Inf,-Inf,96.57,-Inf
"Mackenzie Junction","2017","Oct","min",-1.35,-8.26,1.89,0,908.43,66.73,-4.7,0.3,272.3,2.04,9.35,0.15,Inf,Inf,Inf,1.1,Inf
"Mackenzie Junction","2017","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2017","Nov","mean",-5.97,-9.95,-2.96,0.85,927.62,85.85,-8.04,0.95,1.21,5.23,25.85,0.08,NA,NA,NA,24.11,NA
"Mackenzie Junction","2017","Nov","max",2.44,0.14,4.43,13.2,944.37,94.31,1.23,2.5,86.92,12.25,78.73,0.16,-Inf,-Inf,-Inf,81.45,-Inf
"Mackenzie Junction","2017","Nov","min",-13.27,-19.38,-11.43,0,912.27,57.26,-16.43,0,270.43,0,5.03,0.03,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2017","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2017","Dec","mean",-11.16,-15.88,-7.41,0.19,941.6,88.76,-12.63,0.87,348.28,5.09,19.43,0.14,NA,NA,NA,40.77,NA
"Mackenzie Junction","2017","Dec","max",0.45,-0.2,1.8,3.8,955.17,95.26,-0.22,1.75,89.02,10.58,41.96,0.15,-Inf,-Inf,-Inf,96.79,-Inf
"Mackenzie Junction","2017","Dec","min",-30.51,-37.25,-24.11,0,922.6,74.56,-33.1,0.12,272.55,1.86,5.4,0.13,Inf,Inf,Inf,2.38,Inf
"Mackenzie Junction","2017","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Jan","mean",-10.24,-14.31,-7.14,0.65,931.46,88.14,-11.82,0.11,9.19,1.1,18.27,0.12,NA,NA,NA,29.53,NA
"Mackenzie Junction","2018","Jan","max",0.63,-1.21,4.09,14,947.65,96.9,-0.08,0.8,86.45,4.45,63.06,0.12,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2018","Jan","min",-29.93,-37.06,-24.99,0,913.34,71.9,-32.9,0,272.36,0,4.2,0.11,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Feb","mean",-14.27,-21.24,-8.49,0.14,935.14,80.57,-16.96,1.14,343.17,6.72,65.74,0.12,NA,NA,NA,13.53,NA
"Mackenzie Junction","2018","Feb","max",-1.6,-5.39,4.19,1.8,949.02,89.32,-5.47,2.55,89.9,10.02,114.68,0.12,-Inf,-Inf,-Inf,69.56,-Inf
"Mackenzie Junction","2018","Feb","min",-28.99,-35.62,-22.12,0,913.59,71.7,-31.65,0.04,271.6,1.86,14.62,0.12,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"Mackenzie Junction","2018","Mar","mean",-4.13,-10.95,2.64,0.23,931.11,73.82,-8.44,1.2,347.31,6.5,125.02,0.12,NA,NA,NA,22.17,NA
"Mackenzie Junction","2018","Mar","max",3.24,-1.84,10.69,4,944.06,88.11,0.3,2.59,79.26,13.92,224.83,0.14,-Inf,-Inf,-Inf,62.6,-Inf
"Mackenzie Junction","2018","Mar","min",-14.79,-27.09,-9.92,0,921.65,55.89,-19.88,0.31,270.9,2.78,41.02,0.11,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Apr","mean",1.77,-5.39,8.48,0.39,931.32,64.17,-4.93,1.59,335.08,7.71,194.44,0.14,NA,NA,NA,13.62,NA
"Mackenzie Junction","2018","Apr","max",10.46,3.12,21.46,7.6,942.93,83.64,1.2,2.35,87.37,10.39,293.79,0.16,-Inf,-Inf,-Inf,59.63,-Inf
"Mackenzie Junction","2018","Apr","min",-9.84,-20.84,-2.31,0,920.95,47.88,-16.95,0.82,271.26,4.08,77.96,0.13,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2018","May","mean",11.85,1.94,19.99,0.27,932.58,61.2,3.48,1.4,338.7,7.62,257,0.13,NA,NA,NA,21.35,NA
"Mackenzie Junction","2018","May","max",18.26,6.81,27.97,7,938.64,83.74,9.05,2.13,65.86,12.06,337.55,0.15,-Inf,-Inf,-Inf,70.91,-Inf
"Mackenzie Junction","2018","May","min",4.59,-4.56,10.96,0,926.62,47.24,-1.5,0.6,278.44,4.45,116.24,0.11,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Jun","mean",12.79,4.57,19.93,1.93,929.73,71.1,6.87,1.37,330.97,7.56,231.31,0.14,NA,NA,NA,34.12,NA
"Mackenzie Junction","2018","Jun","max",21.77,13.88,32.85,10,936.57,91.65,14.44,2.05,31.19,10.76,348.02,0.15,-Inf,-Inf,-Inf,75.98,-Inf
"Mackenzie Junction","2018","Jun","min",5.84,-1.96,10.54,0,923.42,52.22,1.55,0.83,278.27,5.01,51.34,0.12,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2018","Jul","mean",15.89,7.63,23.5,2.12,936.74,72.06,9.99,1.23,357.23,6.93,237.42,0.15,NA,NA,NA,35.19,NA
"Mackenzie Junction","2018","Jul","max",23.25,14.12,33.76,26,944.99,95.41,14.84,1.93,83.24,9.28,345.68,0.16,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2018","Jul","min",9.93,2.34,12.07,0,931.35,52.86,5.6,0.73,277.62,3.34,53.43,0.13,Inf,Inf,Inf,3.36,Inf
"Mackenzie Junction","2018","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Aug","mean",15.2,6.56,23.48,0.32,932.46,66.64,8.16,1.26,337.02,7.16,186.91,0.1,NA,NA,NA,28.14,NA
"Mackenzie Junction","2018","Aug","max",19.43,13.45,29.99,6,942.39,83.21,14.07,2.06,85.1,15.4,289.36,0.13,-Inf,-Inf,-Inf,66.1,-Inf
"Mackenzie Junction","2018","Aug","min",10.24,-0.87,15.32,0,925.19,52.65,3.16,0.62,282.72,4.08,58.06,0.06,Inf,Inf,Inf,0.59,Inf
"Mackenzie Junction","2018","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,16,31,31,31,0,31
"Mackenzie Junction","2018","Sep","mean",5.46,-1.28,12.27,0.97,935.7,78.04,1.55,1.01,348.76,5.99,121.11,0.08,NA,NA,NA,42.5,NA
"Mackenzie Junction","2018","Sep","max",12.09,7.44,18.82,12.4,943.55,92.25,9.99,1.84,69.83,10.58,210.66,0.09,-Inf,-Inf,-Inf,72.43,-Inf
"Mackenzie Junction","2018","Sep","min",-2.34,-9.85,4.45,0,928.25,57.77,-7.6,0.49,279.9,3.34,60.4,0.06,Inf,Inf,Inf,0.02,Inf
"Mackenzie Junction","2018","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2018","Oct","mean",2.53,-3.18,8.82,0.84,934.4,77.3,-1.44,1.03,322.65,5.43,72.75,0.09,NA,NA,NA,38.74,NA
"Mackenzie Junction","2018","Oct","max",7.89,2.56,17.44,8.4,945.14,95.93,3.02,1.81,89.2,9.46,159.52,0.09,-Inf,-Inf,-Inf,98.75,-Inf
"Mackenzie Junction","2018","Oct","min",-1.51,-9.07,1.7,0,923.77,57.23,-9.09,0.29,270.26,2.97,13.95,0.08,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2018","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"Mackenzie Junction","2018","Nov","mean",-1.99,-4.52,0.18,2.66,932.07,93.69,-2.89,0.62,16.47,3.6,18.23,0.09,NA,NA,NA,92.24,NA
"Mackenzie Junction","2018","Nov","max",2.13,0.88,3.56,14.6,949.08,97.23,1.7,1.85,89.96,6.68,53.27,0.1,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2018","Nov","min",-8.2,-12.09,-6.55,0,914.43,80.8,-9.55,0,271.31,0,3.16,0.09,Inf,Inf,Inf,63.92,Inf
"Mackenzie Junction","2018","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"Mackenzie Junction","2018","Dec","mean",-5.28,-8.26,-2.6,0.54,929.61,91.01,-6.53,0.68,340.69,4.65,16.63,0.08,NA,NA,NA,53.92,NA
"Mackenzie Junction","2018","Dec","max",0.96,-0.87,3.83,15,945.29,96.78,0.29,1.78,89.2,8.72,41.29,0.1,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2018","Dec","min",-15.03,-21.12,-9,0,909.88,85.69,-16.43,0,271.19,0,2.58,0.06,Inf,Inf,Inf,10.56,Inf
"Mackenzie Junction","2018","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,21,31,31,31,0,31
"Mackenzie Junction","2019","Jan","mean",-5.89,-10,-2.21,1.41,931.01,89.84,-7.32,0.9,3.93,4.49,21.32,NA,NA,NA,NA,58.91,NA
"Mackenzie Junction","2019","Jan","max",3.07,0.41,5.28,22,949.45,96.59,1.4,2.12,89.18,8.91,63.83,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2019","Jan","min",-19.42,-25.79,-13.39,0,911.29,72.13,-21.22,0,271.2,0,6.54,Inf,Inf,Inf,Inf,2.87,Inf
"Mackenzie Junction","2019","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,31
"Mackenzie Junction","2019","Feb","mean",-17.08,-24.93,-10.56,0,936.54,74.42,-20.69,1.12,9.81,6.81,82.02,NA,NA,NA,NA,24.53,NA
"Mackenzie Junction","2019","Feb","max",-7.37,-10.55,-1.36,0,950.17,85.4,-9.55,2.68,86.97,13.73,134,-Inf,-Inf,-Inf,-Inf,85.93,-Inf
"Mackenzie Junction","2019","Feb","min",-25.67,-34.1,-22.42,0,923.15,64.69,-29.65,0,270.25,1.3,19.73,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2019","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,0,28
"Mackenzie Junction","2019","Mar","mean",-3.42,-12.28,5.84,0.29,937.13,72.79,-8.15,0.98,344.87,5.64,147.34,NA,NA,NA,NA,37.26,NA
"Mackenzie Junction","2019","Mar","max",4.73,-2.77,18.08,4,952.58,91.56,0.47,2.03,87.05,9.46,226.71,-Inf,-Inf,-Inf,-Inf,84.41,-Inf
