"Site","WS","gseason","WD","n"
"Chapman","(3,6]","Summer","210",52
"Chapman","(3,6]","Summer","240",131
"Chapman","(3,6]","Summer","270",299
"Chapman","(3,6]","Summer","300",288
"Chapman","(3,6]","Summer","330",39
"Chapman","(3,6]","Winter","0",12
"Chapman","(3,6]","Winter","30",19
"Chapman","(3,6]","Winter","60",35
"Chapman","(3,6]","Winter","90",23
"Chapman","(3,6]","Winter","120",5
"Chapman","(3,6]","Winter","150",4
"Chapman","(3,6]","Winter","180",10
"Chapman","(3,6]","Winter","210",33
"Chapman","(3,6]","Winter","240",72
"Chapman","(3,6]","Winter","270",71
"Chapman","(3,6]","Winter","300",39
"Chapman","(3,6]","Winter","330",12
"Chapman","(-Inf,3]","Summer","0",380
"Chapman","(-Inf,3]","Summer","30",491
"Chapman","(-Inf,3]","Summer","60",780
"Chapman","(-Inf,3]","Summer","90",463
"Chapman","(-Inf,3]","Summer","120",315
"Chapman","(-Inf,3]","Summer","150",237
"Chapman","(-Inf,3]","Summer","180",304
"Chapman","(-Inf,3]","Summer","210",535
"Chapman","(-Inf,3]","Summer","240",1025
"Chapman","(-Inf,3]","Summer","270",1994
"Chapman","(-Inf,3]","Summer","300",1158
"Chapman","(-Inf,3]","Summer","330",476
"Chapman","(-Inf,3]","Winter","0",656
"Chapman","(-Inf,3]","Winter","30",885
"Chapman","(-Inf,3]","Winter","60",1495
"Chapman","(-Inf,3]","Winter","90",1045
"Chapman","(-Inf,3]","Winter","120",357
"Chapman","(-Inf,3]","Winter","150",331
"Chapman","(-Inf,3]","Winter","180",304
"Chapman","(-Inf,3]","Winter","210",494
"Chapman","(-Inf,3]","Winter","240",863
"Chapman","(-Inf,3]","Winter","270",1600
"Chapman","(-Inf,3]","Winter","300",992
"Chapman","(-Inf,3]","Winter","330",780
"Chief Lake","(9, Inf]","Winter","0",21
"Chief Lake","(9, Inf]","Winter","330",2
"Chief Lake","(6,9]","Summer","240",1
"Chief Lake","(6,9]","Summer","330",1
"Chief Lake","(6,9]","Winter","0",97
"Chief Lake","(6,9]","Winter","210",1
"Chief Lake","(6,9]","Winter","330",21
"Chief Lake","(3,6]","Summer","0",76
"Chief Lake","(3,6]","Summer","30",3
"Chief Lake","(3,6]","Summer","60",7
"Chief Lake","(3,6]","Summer","90",7
"Chief Lake","(3,6]","Summer","120",3
"Chief Lake","(3,6]","Summer","150",5
"Chief Lake","(3,6]","Summer","180",4
"Chief Lake","(3,6]","Summer","210",38
"Chief Lake","(3,6]","Summer","240",5
"Chief Lake","(3,6]","Summer","270",3
"Chief Lake","(3,6]","Summer","300",6
"Chief Lake","(3,6]","Summer","330",57
"Chief Lake","(3,6]","Winter","0",343
"Chief Lake","(3,6]","Winter","120",21
"Chief Lake","(3,6]","Winter","150",29
"Chief Lake","(3,6]","Winter","180",6
"Chief Lake","(3,6]","Winter","210",49
"Chief Lake","(3,6]","Winter","240",13
"Chief Lake","(3,6]","Winter","270",11
"Chief Lake","(3,6]","Winter","300",3
"Chief Lake","(3,6]","Winter","330",358
"Chief Lake","(-Inf,3]","Summer","0",771
"Chief Lake","(-Inf,3]","Summer","30",851
"Chief Lake","(-Inf,3]","Summer","60",1211
"Chief Lake","(-Inf,3]","Summer","90",1927
"Chief Lake","(-Inf,3]","Summer","120",1082
"Chief Lake","(-Inf,3]","Summer","150",1211
"Chief Lake","(-Inf,3]","Summer","180",1682
"Chief Lake","(-Inf,3]","Summer","210",2653
"Chief Lake","(-Inf,3]","Summer","240",1745
"Chief Lake","(-Inf,3]","Summer","270",960
"Chief Lake","(-Inf,3]","Summer","300",765
"Chief Lake","(-Inf,3]","Summer","330",1654
"Chief Lake","(-Inf,3]","Winter","0",995
"Chief Lake","(-Inf,3]","Winter","30",894
"Chief Lake","(-Inf,3]","Winter","60",2395
"Chief Lake","(-Inf,3]","Winter","90",3311
"Chief Lake","(-Inf,3]","Winter","120",1718
"Chief Lake","(-Inf,3]","Winter","150",1211
"Chief Lake","(-Inf,3]","Winter","180",1520
"Chief Lake","(-Inf,3]","Winter","210",2342
"Chief Lake","(-Inf,3]","Winter","240",1315
"Chief Lake","(-Inf,3]","Winter","270",796
"Chief Lake","(-Inf,3]","Winter","300",585
"Chief Lake","(-Inf,3]","Winter","330",2319
"Coalmine","(-Inf,3]","Summer","0",676
"Coalmine","(-Inf,3]","Summer","30",499
"Coalmine","(-Inf,3]","Summer","60",667
"Coalmine","(-Inf,3]","Summer","90",1335
"Coalmine","(-Inf,3]","Summer","120",3400
"Coalmine","(-Inf,3]","Summer","150",4056
"Coalmine","(-Inf,3]","Summer","180",1168
"Coalmine","(-Inf,3]","Summer","210",673
"Coalmine","(-Inf,3]","Summer","240",824
"Coalmine","(-Inf,3]","Summer","270",1804
"Coalmine","(-Inf,3]","Summer","300",2203
"Coalmine","(-Inf,3]","Summer","330",1318
"Coalmine","(-Inf,3]","Winter","0",401
"Coalmine","(-Inf,3]","Winter","30",377
"Coalmine","(-Inf,3]","Winter","60",674
"Coalmine","(-Inf,3]","Winter","90",1345
"Coalmine","(-Inf,3]","Winter","120",5213
"Coalmine","(-Inf,3]","Winter","150",8738
"Coalmine","(-Inf,3]","Winter","180",1664
"Coalmine","(-Inf,3]","Winter","210",1002
"Coalmine","(-Inf,3]","Winter","240",977
"Coalmine","(-Inf,3]","Winter","270",1905
"Coalmine","(-Inf,3]","Winter","300",1946
"Coalmine","(-Inf,3]","Winter","330",1222
"Crystal Lake","(9, Inf]","Summer","0",47
"Crystal Lake","(9, Inf]","Summer","30",132
"Crystal Lake","(9, Inf]","Summer","60",422
"Crystal Lake","(9, Inf]","Summer","90",98
"Crystal Lake","(9, Inf]","Summer","120",110
"Crystal Lake","(9, Inf]","Summer","150",137
"Crystal Lake","(9, Inf]","Summer","180",200
"Crystal Lake","(9, Inf]","Summer","210",450
"Crystal Lake","(9, Inf]","Summer","240",951
"Crystal Lake","(9, Inf]","Summer","270",838
"Crystal Lake","(9, Inf]","Summer","300",99
"Crystal Lake","(9, Inf]","Summer","330",49
"Crystal Lake","(9, Inf]","Winter","0",177
"Crystal Lake","(9, Inf]","Winter","30",351
"Crystal Lake","(9, Inf]","Winter","60",284
"Crystal Lake","(9, Inf]","Winter","90",31
"Crystal Lake","(9, Inf]","Winter","120",170
"Crystal Lake","(9, Inf]","Winter","150",526
"Crystal Lake","(9, Inf]","Winter","180",332
"Crystal Lake","(9, Inf]","Winter","210",182
"Crystal Lake","(9, Inf]","Winter","240",556
"Crystal Lake","(9, Inf]","Winter","270",492
"Crystal Lake","(9, Inf]","Winter","300",109
"Crystal Lake","(9, Inf]","Winter","330",269
"Crystal Lake","(6,9]","Summer","0",206
"Crystal Lake","(6,9]","Summer","30",204
"Crystal Lake","(6,9]","Summer","60",212
"Crystal Lake","(6,9]","Summer","90",96
"Crystal Lake","(6,9]","Summer","120",172
"Crystal Lake","(6,9]","Summer","150",658
"Crystal Lake","(6,9]","Summer","180",1262
"Crystal Lake","(6,9]","Summer","210",1225
"Crystal Lake","(6,9]","Summer","240",852
"Crystal Lake","(6,9]","Summer","270",513
"Crystal Lake","(6,9]","Summer","300",242
"Crystal Lake","(6,9]","Summer","330",397
"Crystal Lake","(6,9]","Winter","0",486
"Crystal Lake","(6,9]","Winter","30",283
"Crystal Lake","(6,9]","Winter","60",147
"Crystal Lake","(6,9]","Winter","90",99
"Crystal Lake","(6,9]","Winter","120",155
"Crystal Lake","(6,9]","Winter","150",1903
"Crystal Lake","(6,9]","Winter","180",1450
"Crystal Lake","(6,9]","Winter","210",550
"Crystal Lake","(6,9]","Winter","240",318
"Crystal Lake","(6,9]","Winter","270",194
"Crystal Lake","(6,9]","Winter","300",381
"Crystal Lake","(6,9]","Winter","330",891
"Crystal Lake","(3,6]","Summer","0",422
"Crystal Lake","(3,6]","Summer","30",262
"Crystal Lake","(3,6]","Summer","60",148
"Crystal Lake","(3,6]","Summer","90",107
"Crystal Lake","(3,6]","Summer","120",260
"Crystal Lake","(3,6]","Summer","150",1255
"Crystal Lake","(3,6]","Summer","180",1868
"Crystal Lake","(3,6]","Summer","210",1246
"Crystal Lake","(3,6]","Summer","240",678
"Crystal Lake","(3,6]","Summer","270",472
"Crystal Lake","(3,6]","Summer","300",550
"Crystal Lake","(3,6]","Summer","330",783
"Crystal Lake","(3,6]","Winter","0",525
"Crystal Lake","(3,6]","Winter","30",264
"Crystal Lake","(3,6]","Winter","60",160
"Crystal Lake","(3,6]","Winter","90",161
"Crystal Lake","(3,6]","Winter","120",317
"Crystal Lake","(3,6]","Winter","150",2581
"Crystal Lake","(3,6]","Winter","180",2043
"Crystal Lake","(3,6]","Winter","210",774
"Crystal Lake","(3,6]","Winter","240",258
"Crystal Lake","(3,6]","Winter","270",158
"Crystal Lake","(3,6]","Winter","300",676
"Crystal Lake","(3,6]","Winter","330",1074
"Crystal Lake","(-Inf,3]","Summer","0",1196
"Crystal Lake","(-Inf,3]","Summer","30",915
"Crystal Lake","(-Inf,3]","Summer","60",944
"Crystal Lake","(-Inf,3]","Summer","90",905
"Crystal Lake","(-Inf,3]","Summer","120",1407
"Crystal Lake","(-Inf,3]","Summer","150",2801
"Crystal Lake","(-Inf,3]","Summer","180",2907
"Crystal Lake","(-Inf,3]","Summer","210",2023
"Crystal Lake","(-Inf,3]","Summer","240",1244
"Crystal Lake","(-Inf,3]","Summer","270",1195
"Crystal Lake","(-Inf,3]","Summer","300",1487
"Crystal Lake","(-Inf,3]","Summer","330",1676
"Crystal Lake","(-Inf,3]","Winter","0",1573
"Crystal Lake","(-Inf,3]","Winter","30",1117
"Crystal Lake","(-Inf,3]","Winter","60",1345
"Crystal Lake","(-Inf,3]","Winter","90",1340
"Crystal Lake","(-Inf,3]","Winter","120",1784
"Crystal Lake","(-Inf,3]","Winter","150",4530
"Crystal Lake","(-Inf,3]","Winter","180",3725
"Crystal Lake","(-Inf,3]","Winter","210",2214
"Crystal Lake","(-Inf,3]","Winter","240",1090
"Crystal Lake","(-Inf,3]","Winter","270",696
"Crystal Lake","(-Inf,3]","Winter","300",2392
"Crystal Lake","(-Inf,3]","Winter","330",2885
"Dunster","(9, Inf]","Summer","0",1
"Dunster","(9, Inf]","Summer","90",1
"Dunster","(9, Inf]","Summer","120",6
"Dunster","(9, Inf]","Summer","150",1
"Dunster","(9, Inf]","Summer","270",21
"Dunster","(9, Inf]","Summer","300",278
"Dunster","(9, Inf]","Summer","330",41
"Dunster","(9, Inf]","Winter","90",1
"Dunster","(9, Inf]","Winter","120",494
"Dunster","(9, Inf]","Winter","150",15
"Dunster","(9, Inf]","Winter","270",16
"Dunster","(9, Inf]","Winter","300",313
"Dunster","(9, Inf]","Winter","330",71
"Dunster","(6,9]","Summer","0",1
"Dunster","(6,9]","Summer","30",2
"Dunster","(6,9]","Summer","60",3
"Dunster","(6,9]","Summer","90",3
"Dunster","(6,9]","Summer","120",176
"Dunster","(6,9]","Summer","150",43
"Dunster","(6,9]","Summer","180",1
"Dunster","(6,9]","Summer","210",2
"Dunster","(6,9]","Summer","240",1
"Dunster","(6,9]","Summer","270",58
"Dunster","(6,9]","Summer","300",1541
"Dunster","(6,9]","Summer","330",161
"Dunster","(6,9]","Winter","0",1
"Dunster","(6,9]","Winter","60",1
"Dunster","(6,9]","Winter","90",2
"Dunster","(6,9]","Winter","120",3652
"Dunster","(6,9]","Winter","150",347
"Dunster","(6,9]","Winter","240",1
"Dunster","(6,9]","Winter","270",51
"Dunster","(6,9]","Winter","300",1071
"Dunster","(6,9]","Winter","330",220
"Dunster","(3,6]","Summer","0",18
"Dunster","(3,6]","Summer","30",11
"Dunster","(3,6]","Summer","60",17
"Dunster","(3,6]","Summer","90",41
"Dunster","(3,6]","Summer","120",942
"Dunster","(3,6]","Summer","150",672
"Dunster","(3,6]","Summer","180",122
"Dunster","(3,6]","Summer","210",189
"Dunster","(3,6]","Summer","240",37
"Dunster","(3,6]","Summer","270",842
"Dunster","(3,6]","Summer","300",2860
"Dunster","(3,6]","Summer","330",310
"Dunster","(3,6]","Winter","0",7
"Dunster","(3,6]","Winter","30",7
"Dunster","(3,6]","Winter","60",13
"Dunster","(3,6]","Winter","90",61
"Dunster","(3,6]","Winter","120",6202
"Dunster","(3,6]","Winter","150",1872
"Dunster","(3,6]","Winter","180",334
"Dunster","(3,6]","Winter","210",295
"Dunster","(3,6]","Winter","240",75
"Dunster","(3,6]","Winter","270",611
"Dunster","(3,6]","Winter","300",1863
"Dunster","(3,6]","Winter","330",360
"Dunster","(-Inf,3]","Summer","0",304
"Dunster","(-Inf,3]","Summer","30",206
"Dunster","(-Inf,3]","Summer","60",298
"Dunster","(-Inf,3]","Summer","90",691
"Dunster","(-Inf,3]","Summer","120",3715
"Dunster","(-Inf,3]","Summer","150",4226
"Dunster","(-Inf,3]","Summer","180",3340
"Dunster","(-Inf,3]","Summer","210",2513
"Dunster","(-Inf,3]","Summer","240",2260
"Dunster","(-Inf,3]","Summer","270",5415
"Dunster","(-Inf,3]","Summer","300",3692
"Dunster","(-Inf,3]","Summer","330",892
"Dunster","(-Inf,3]","Winter","0",173
"Dunster","(-Inf,3]","Winter","30",95
"Dunster","(-Inf,3]","Winter","60",136
"Dunster","(-Inf,3]","Winter","90",965
"Dunster","(-Inf,3]","Winter","120",10249
"Dunster","(-Inf,3]","Winter","150",4689
"Dunster","(-Inf,3]","Winter","180",2741
"Dunster","(-Inf,3]","Winter","210",1663
"Dunster","(-Inf,3]","Winter","240",1597
"Dunster","(-Inf,3]","Winter","270",3758
"Dunster","(-Inf,3]","Winter","300",2959
"Dunster","(-Inf,3]","Winter","330",1110
"Endako","(9, Inf]","Summer","0",137
"Endako","(9, Inf]","Summer","30",264
"Endako","(9, Inf]","Summer","60",187
"Endako","(9, Inf]","Summer","90",52
"Endako","(9, Inf]","Summer","120",43
"Endako","(9, Inf]","Summer","150",83
"Endako","(9, Inf]","Summer","180",148
"Endako","(9, Inf]","Summer","210",361
"Endako","(9, Inf]","Summer","240",630
"Endako","(9, Inf]","Summer","270",1425
"Endako","(9, Inf]","Summer","300",654
"Endako","(9, Inf]","Summer","330",49
"Endako","(9, Inf]","Winter","0",115
"Endako","(9, Inf]","Winter","30",540
"Endako","(9, Inf]","Winter","60",546
"Endako","(9, Inf]","Winter","90",137
"Endako","(9, Inf]","Winter","120",165
"Endako","(9, Inf]","Winter","150",243
"Endako","(9, Inf]","Winter","180",305
"Endako","(9, Inf]","Winter","210",391
"Endako","(9, Inf]","Winter","240",481
"Endako","(9, Inf]","Winter","270",641
"Endako","(9, Inf]","Winter","300",203
"Endako","(9, Inf]","Winter","330",23
"Endako","(6,9]","Summer","0",303
"Endako","(6,9]","Summer","30",983
"Endako","(6,9]","Summer","60",310
"Endako","(6,9]","Summer","90",227
"Endako","(6,9]","Summer","120",379
"Endako","(6,9]","Summer","150",424
"Endako","(6,9]","Summer","180",525
"Endako","(6,9]","Summer","210",881
"Endako","(6,9]","Summer","240",1263
"Endako","(6,9]","Summer","270",1487
"Endako","(6,9]","Summer","300",710
"Endako","(6,9]","Summer","330",140
"Endako","(6,9]","Winter","0",544
"Endako","(6,9]","Winter","30",1467
"Endako","(6,9]","Winter","60",960
"Endako","(6,9]","Winter","90",960
"Endako","(6,9]","Winter","120",871
"Endako","(6,9]","Winter","150",545
"Endako","(6,9]","Winter","180",428
"Endako","(6,9]","Winter","210",428
"Endako","(6,9]","Winter","240",489
"Endako","(6,9]","Winter","270",460
"Endako","(6,9]","Winter","300",231
"Endako","(6,9]","Winter","330",75
"Endako","(3,6]","Summer","0",1085
"Endako","(3,6]","Summer","30",3132
"Endako","(3,6]","Summer","60",688
"Endako","(3,6]","Summer","90",599
"Endako","(3,6]","Summer","120",710
"Endako","(3,6]","Summer","150",809
"Endako","(3,6]","Summer","180",864
"Endako","(3,6]","Summer","210",1108
"Endako","(3,6]","Summer","240",1150
"Endako","(3,6]","Summer","270",1105
"Endako","(3,6]","Summer","300",814
"Endako","(3,6]","Summer","330",499
"Endako","(3,6]","Winter","0",1301
"Endako","(3,6]","Winter","30",4512
"Endako","(3,6]","Winter","60",2207
"Endako","(3,6]","Winter","90",2327
"Endako","(3,6]","Winter","120",1789
"Endako","(3,6]","Winter","150",981
"Endako","(3,6]","Winter","180",597
"Endako","(3,6]","Winter","210",500
"Endako","(3,6]","Winter","240",557
"Endako","(3,6]","Winter","270",481
"Endako","(3,6]","Winter","300",366
"Endako","(3,6]","Winter","330",267
"Endako","(-Inf,3]","Summer","0",4357
"Endako","(-Inf,3]","Summer","30",5759
"Endako","(-Inf,3]","Summer","60",1909
"Endako","(-Inf,3]","Summer","90",1429
"Endako","(-Inf,3]","Summer","120",1703
"Endako","(-Inf,3]","Summer","150",2197
"Endako","(-Inf,3]","Summer","180",1793
"Endako","(-Inf,3]","Summer","210",1962
"Endako","(-Inf,3]","Summer","240",2375
"Endako","(-Inf,3]","Summer","270",4042
"Endako","(-Inf,3]","Summer","300",3396
"Endako","(-Inf,3]","Summer","330",2266
"Endako","(-Inf,3]","Winter","0",6420
"Endako","(-Inf,3]","Winter","30",10546
"Endako","(-Inf,3]","Winter","60",7008
"Endako","(-Inf,3]","Winter","90",5773
"Endako","(-Inf,3]","Winter","120",5635
"Endako","(-Inf,3]","Winter","150",4270
"Endako","(-Inf,3]","Winter","180",2564
"Endako","(-Inf,3]","Winter","210",1835
"Endako","(-Inf,3]","Winter","240",1984
"Endako","(-Inf,3]","Winter","270",2305
"Endako","(-Inf,3]","Winter","300",1866
"Endako","(-Inf,3]","Winter","330",1704
"George Lake","(9, Inf]","Summer","0",87
"George Lake","(9, Inf]","Summer","30",33
"George Lake","(9, Inf]","Summer","60",64
"George Lake","(9, Inf]","Summer","90",139
"George Lake","(9, Inf]","Summer","120",66
"George Lake","(9, Inf]","Summer","150",186
"George Lake","(9, Inf]","Summer","180",109
"George Lake","(9, Inf]","Summer","210",40
"George Lake","(9, Inf]","Summer","240",19
"George Lake","(9, Inf]","Summer","270",22
"George Lake","(9, Inf]","Summer","300",42
"George Lake","(9, Inf]","Summer","330",32
"George Lake","(9, Inf]","Winter","0",199
"George Lake","(9, Inf]","Winter","30",39
"George Lake","(9, Inf]","Winter","60",31
"George Lake","(9, Inf]","Winter","90",358
"George Lake","(9, Inf]","Winter","120",253
"George Lake","(9, Inf]","Winter","150",388
"George Lake","(9, Inf]","Winter","180",307
"George Lake","(9, Inf]","Winter","210",15
"George Lake","(9, Inf]","Winter","240",15
"George Lake","(9, Inf]","Winter","270",191
"George Lake","(9, Inf]","Winter","300",126
"George Lake","(9, Inf]","Winter","330",77
"George Lake","(6,9]","Summer","0",381
"George Lake","(6,9]","Summer","30",286
"George Lake","(6,9]","Summer","60",171
"George Lake","(6,9]","Summer","90",297
"George Lake","(6,9]","Summer","120",380
"George Lake","(6,9]","Summer","150",812
"George Lake","(6,9]","Summer","180",607
"George Lake","(6,9]","Summer","210",420
"George Lake","(6,9]","Summer","240",293
"George Lake","(6,9]","Summer","270",321
"George Lake","(6,9]","Summer","300",244
"George Lake","(6,9]","Summer","330",229
"George Lake","(6,9]","Winter","0",689
"George Lake","(6,9]","Winter","30",156
"George Lake","(6,9]","Winter","60",107
"George Lake","(6,9]","Winter","90",619
"George Lake","(6,9]","Winter","120",512
"George Lake","(6,9]","Winter","150",886
"George Lake","(6,9]","Winter","180",855
"George Lake","(6,9]","Winter","210",216
"George Lake","(6,9]","Winter","240",157
"George Lake","(6,9]","Winter","270",425
"George Lake","(6,9]","Winter","300",289
"George Lake","(6,9]","Winter","330",507
"George Lake","(3,6]","Summer","0",588
"George Lake","(3,6]","Summer","30",476
"George Lake","(3,6]","Summer","60",344
"George Lake","(3,6]","Summer","90",396
"George Lake","(3,6]","Summer","120",629
"George Lake","(3,6]","Summer","150",975
"George Lake","(3,6]","Summer","180",1156
"George Lake","(3,6]","Summer","210",770
"George Lake","(3,6]","Summer","240",588
"George Lake","(3,6]","Summer","270",702
"George Lake","(3,6]","Summer","300",567
"George Lake","(3,6]","Summer","330",519
"George Lake","(3,6]","Winter","0",1188
"George Lake","(3,6]","Winter","30",508
"George Lake","(3,6]","Winter","60",306
"George Lake","(3,6]","Winter","90",586
"George Lake","(3,6]","Winter","120",666
"George Lake","(3,6]","Winter","150",1325
"George Lake","(3,6]","Winter","180",1427
"George Lake","(3,6]","Winter","210",467
"George Lake","(3,6]","Winter","240",405
"George Lake","(3,6]","Winter","270",719
"George Lake","(3,6]","Winter","300",519
"George Lake","(3,6]","Winter","330",1274
"George Lake","(-Inf,3]","Summer","0",3483
"George Lake","(-Inf,3]","Summer","30",3493
"George Lake","(-Inf,3]","Summer","60",3402
"George Lake","(-Inf,3]","Summer","90",3193
"George Lake","(-Inf,3]","Summer","120",3558
"George Lake","(-Inf,3]","Summer","150",3170
"George Lake","(-Inf,3]","Summer","180",3654
"George Lake","(-Inf,3]","Summer","210",2993
"George Lake","(-Inf,3]","Summer","240",2664
"George Lake","(-Inf,3]","Summer","270",3457
"George Lake","(-Inf,3]","Summer","300",3106
"George Lake","(-Inf,3]","Summer","330",3220
"George Lake","(-Inf,3]","Winter","0",6711
"George Lake","(-Inf,3]","Winter","30",4092
"George Lake","(-Inf,3]","Winter","60",3078
"George Lake","(-Inf,3]","Winter","90",3640
"George Lake","(-Inf,3]","Winter","120",4853
"George Lake","(-Inf,3]","Winter","150",7260
"George Lake","(-Inf,3]","Winter","180",6663
"George Lake","(-Inf,3]","Winter","210",4551
"George Lake","(-Inf,3]","Winter","240",3054
"George Lake","(-Inf,3]","Winter","270",3746
"George Lake","(-Inf,3]","Winter","300",3800
"George Lake","(-Inf,3]","Winter","330",5079
"Hourglass","(9, Inf]","Summer","0",157
"Hourglass","(9, Inf]","Summer","30",157
"Hourglass","(9, Inf]","Summer","60",244
"Hourglass","(9, Inf]","Summer","90",333
"Hourglass","(9, Inf]","Summer","120",77
"Hourglass","(9, Inf]","Summer","150",42
"Hourglass","(9, Inf]","Summer","180",703
"Hourglass","(9, Inf]","Summer","210",3170
"Hourglass","(9, Inf]","Summer","240",4778
"Hourglass","(9, Inf]","Summer","270",1622
"Hourglass","(9, Inf]","Summer","300",348
"Hourglass","(9, Inf]","Summer","330",205
"Hourglass","(9, Inf]","Winter","0",192
"Hourglass","(9, Inf]","Winter","30",265
"Hourglass","(9, Inf]","Winter","60",142
"Hourglass","(9, Inf]","Winter","90",103
"Hourglass","(9, Inf]","Winter","120",42
"Hourglass","(9, Inf]","Winter","150",72
"Hourglass","(9, Inf]","Winter","180",1233
"Hourglass","(9, Inf]","Winter","210",4234
"Hourglass","(9, Inf]","Winter","240",7241
"Hourglass","(9, Inf]","Winter","270",1876
"Hourglass","(9, Inf]","Winter","300",330
"Hourglass","(9, Inf]","Winter","330",338
"Hourglass","(6,9]","Summer","0",223
"Hourglass","(6,9]","Summer","30",239
"Hourglass","(6,9]","Summer","60",329
"Hourglass","(6,9]","Summer","90",357
"Hourglass","(6,9]","Summer","120",191
"Hourglass","(6,9]","Summer","150",133
"Hourglass","(6,9]","Summer","180",720
"Hourglass","(6,9]","Summer","210",1340
"Hourglass","(6,9]","Summer","240",2160
"Hourglass","(6,9]","Summer","270",948
"Hourglass","(6,9]","Summer","300",428
"Hourglass","(6,9]","Summer","330",385
"Hourglass","(6,9]","Winter","0",436
"Hourglass","(6,9]","Winter","30",345
"Hourglass","(6,9]","Winter","60",230
"Hourglass","(6,9]","Winter","90",178
"Hourglass","(6,9]","Winter","120",129
"Hourglass","(6,9]","Winter","150",157
"Hourglass","(6,9]","Winter","180",678
"Hourglass","(6,9]","Winter","210",1224
"Hourglass","(6,9]","Winter","240",2010
"Hourglass","(6,9]","Winter","270",682
"Hourglass","(6,9]","Winter","300",312
"Hourglass","(6,9]","Winter","330",512
"Hourglass","(3,6]","Summer","0",256
"Hourglass","(3,6]","Summer","30",298
"Hourglass","(3,6]","Summer","60",403
"Hourglass","(3,6]","Summer","90",398
"Hourglass","(3,6]","Summer","120",341
"Hourglass","(3,6]","Summer","150",280
"Hourglass","(3,6]","Summer","180",655
"Hourglass","(3,6]","Summer","210",1476
"Hourglass","(3,6]","Summer","240",2122
"Hourglass","(3,6]","Summer","270",821
"Hourglass","(3,6]","Summer","300",487
"Hourglass","(3,6]","Summer","330",447
"Hourglass","(3,6]","Winter","0",730
"Hourglass","(3,6]","Winter","30",480
"Hourglass","(3,6]","Winter","60",377
"Hourglass","(3,6]","Winter","90",384
"Hourglass","(3,6]","Winter","120",393
"Hourglass","(3,6]","Winter","150",396
"Hourglass","(3,6]","Winter","180",772
"Hourglass","(3,6]","Winter","210",1454
"Hourglass","(3,6]","Winter","240",1787
"Hourglass","(3,6]","Winter","270",627
"Hourglass","(3,6]","Winter","300",352
"Hourglass","(3,6]","Winter","330",684
"Hourglass","(-Inf,3]","Summer","0",435
"Hourglass","(-Inf,3]","Summer","30",426
"Hourglass","(-Inf,3]","Summer","60",518
"Hourglass","(-Inf,3]","Summer","90",512
"Hourglass","(-Inf,3]","Summer","120",743
"Hourglass","(-Inf,3]","Summer","150",642
"Hourglass","(-Inf,3]","Summer","180",1019
"Hourglass","(-Inf,3]","Summer","210",2008
"Hourglass","(-Inf,3]","Summer","240",1606
"Hourglass","(-Inf,3]","Summer","270",861
"Hourglass","(-Inf,3]","Summer","300",605
"Hourglass","(-Inf,3]","Summer","330",536
"Hourglass","(-Inf,3]","Winter","0",1239
"Hourglass","(-Inf,3]","Winter","30",1355
"Hourglass","(-Inf,3]","Winter","60",1049
"Hourglass","(-Inf,3]","Winter","90",912
"Hourglass","(-Inf,3]","Winter","120",1324
"Hourglass","(-Inf,3]","Winter","150",1234
"Hourglass","(-Inf,3]","Winter","180",1915
"Hourglass","(-Inf,3]","Winter","210",2682
"Hourglass","(-Inf,3]","Winter","240",1892
"Hourglass","(-Inf,3]","Winter","270",1022
"Hourglass","(-Inf,3]","Winter","300",1009
"Hourglass","(-Inf,3]","Winter","330",1104
"Hudson Bay Mountain","(9, Inf]","Summer","0",765
"Hudson Bay Mountain","(9, Inf]","Summer","30",776
"Hudson Bay Mountain","(9, Inf]","Summer","60",520
"Hudson Bay Mountain","(9, Inf]","Summer","90",439
"Hudson Bay Mountain","(9, Inf]","Summer","120",326
"Hudson Bay Mountain","(9, Inf]","Summer","150",284
"Hudson Bay Mountain","(9, Inf]","Summer","180",1149
"Hudson Bay Mountain","(9, Inf]","Summer","210",1793
"Hudson Bay Mountain","(9, Inf]","Summer","240",1895
"Hudson Bay Mountain","(9, Inf]","Summer","270",3022
"Hudson Bay Mountain","(9, Inf]","Summer","300",1765
"Hudson Bay Mountain","(9, Inf]","Summer","330",352
"Hudson Bay Mountain","(9, Inf]","Winter","0",708
"Hudson Bay Mountain","(9, Inf]","Winter","30",1006
"Hudson Bay Mountain","(9, Inf]","Winter","60",1329
"Hudson Bay Mountain","(9, Inf]","Winter","90",1234
"Hudson Bay Mountain","(9, Inf]","Winter","120",1086
"Hudson Bay Mountain","(9, Inf]","Winter","150",586
"Hudson Bay Mountain","(9, Inf]","Winter","180",1666
"Hudson Bay Mountain","(9, Inf]","Winter","210",3191
"Hudson Bay Mountain","(9, Inf]","Winter","240",3237
"Hudson Bay Mountain","(9, Inf]","Winter","270",3447
"Hudson Bay Mountain","(9, Inf]","Winter","300",1212
"Hudson Bay Mountain","(9, Inf]","Winter","330",241
"Hudson Bay Mountain","(6,9]","Summer","0",143
"Hudson Bay Mountain","(6,9]","Summer","30",202
"Hudson Bay Mountain","(6,9]","Summer","60",165
"Hudson Bay Mountain","(6,9]","Summer","90",140
"Hudson Bay Mountain","(6,9]","Summer","120",168
"Hudson Bay Mountain","(6,9]","Summer","150",145
"Hudson Bay Mountain","(6,9]","Summer","180",195
