"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Crystal Lake","2018","Sep","mean",6.43,0.22,13.28,2.18,929.92,75.82,2.04,0.85,11.98,6.55,132.16
"Crystal Lake","2018","Sep","max",14.48,8.42,21.6,23.4,936.96,91.28,9.24,1.99,87.22,9.82,217.38
"Crystal Lake","2018","Sep","min",0.43,-8.23,7.32,0,922.47,56.76,-6.17,0.2,284.05,3.53,66.08
"Crystal Lake","2018","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Crystal Lake","2018","Oct","mean",2.8,-3.92,10.2,0.61,930.92,74.49,-1.75,0.73,348,6.1,99.2
"Crystal Lake","2018","Oct","max",7.74,2.34,16.89,8.2,939.7,94.11,3.6,2.05,64.75,13.09,164.73
"Crystal Lake","2018","Oct","min",-3.4,-14.2,2.45,0,922.52,50.54,-10.83,0.13,293.19,2.77,28.73
"Crystal Lake","2018","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2013","Sep","mean",11.37,6.69,16.52,1.27,907.93,74.1,6.51,0.93,347.25,5.71,168.64
"Dunster","2013","Sep","max",18.55,12.44,26.09,10,919.52,89.99,12.62,1.85,79.08,8.91,262.86
"Dunster","2013","Sep","min",3.95,-1.3,7.77,0,890.5,56.93,0.12,0.48,272.31,2.78,51.55
"Dunster","2013","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2013","Oct","mean",4.22,1.22,7.38,1.13,916.07,83.84,1.64,0.79,347.9,5.05,67.45
"Dunster","2013","Oct","max",8.83,7.07,12.39,5.8,925.36,91.7,7.2,1.8,71.43,11.13,139.99
"Dunster","2013","Oct","min",-2.74,-5.39,-0.96,0,900.73,71.37,-6.91,0.25,277.56,1.86,30.98
"Dunster","2013","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2013","Nov","mean",-2.73,-4.88,-0.64,0.45,912.71,85.03,-4.91,0.72,324.51,4.68,31.61
"Dunster","2013","Nov","max",2.57,1.04,5.9,4.6,930.06,93.92,1.69,2.2,57.97,10.39,58.05
"Dunster","2013","Nov","min",-15.61,-21.42,-13.28,0,892.35,66.06,-17.86,0,283.25,0,10.14
"Dunster","2013","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2013","Dec","mean",-6.99,-9.23,-5.28,0.57,914.36,89.11,-8.44,0.67,338.6,5.16,15.06
"Dunster","2013","Dec","max",1.13,-0.93,2.56,10.4,926.28,96.43,-0.6,2.13,84.53,12.25,39.62
"Dunster","2013","Dec","min",-23.1,-26.37,-21.08,0,900.65,77.06,-25.2,0,275.99,0,4.1
"Dunster","2013","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Jan","mean",-4.11,-6.32,-2.08,0.83,915.04,88.34,-5.74,1.1,339.03,6.93,24.05
"Dunster","2014","Jan","max",2.26,-0.73,4.12,12.6,928.3,95.2,-1.03,2.18,66.47,15.21,37.23
"Dunster","2014","Jan","min",-16.72,-19.42,-13.7,0,883.67,77.58,-18.62,0.24,285.71,2.6,8.37
"Dunster","2014","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Feb","mean",-10.35,-13.85,-6.94,0.49,910.37,77.94,-13.56,1,351.4,6.23,62.21
"Dunster","2014","Feb","max",-0.73,-2.57,2.18,4,931.13,92.03,-1.86,2.16,72.95,11.32,121.45
"Dunster","2014","Feb","min",-21.41,-24.88,-19.38,0,892.62,48.92,-25.24,0.29,295.72,1.48,17.58
"Dunster","2014","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Mar","mean",-3.72,-7.25,-0.12,1.26,909.71,76.72,-7.41,1.09,336.58,6.27,130.8
"Dunster","2014","Mar","max",3.22,0.63,7.95,7.2,922.74,93.44,0.98,2.22,64.88,11.13,227.8
"Dunster","2014","Mar","min",-17.16,-22.52,-12.79,0,899.63,43.18,-26.91,0.27,277.06,2.41,31.92
"Dunster","2014","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Apr","mean",4.2,-0.4,9.38,0.71,909.37,68.16,-1.72,1.12,353.51,6.77,227.5
"Dunster","2014","Apr","max",12.3,5.49,20.63,9.6,927.52,89.47,1,1.91,86.23,9.65,398.84
"Dunster","2014","Apr","min",-1.6,-8.26,4.14,0,900.05,43.23,-7.66,0.55,276.99,3.15,95.51
"Dunster","2014","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","May","mean",9.79,4.16,15.59,1.38,912.82,63.54,2.22,0.76,5.58,5.66,281.73
"Dunster","2014","May","max",13.94,9.36,21.13,9.4,924.95,89.14,8.03,1.27,87.93,9.65,477.03
"Dunster","2014","May","min",1.75,-2.33,4.04,0,902.75,36.11,-7.66,0.3,271.26,2.04,105.68
"Dunster","2014","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Jun","mean",12.94,6.62,19.59,0.95,911.06,63.56,5.43,0.86,19.06,6.02,311.12
"Dunster","2014","Jun","max",19.12,9.53,28.52,6.6,919.23,82.63,9.49,1.6,89.46,12.06,468.12
"Dunster","2014","Jun","min",7.48,1.37,12.49,0,902.6,43.65,-0.16,0.42,270.72,3.34,119
"Dunster","2014","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Jul","mean",17.68,11.12,24.69,1.41,913.86,60.2,8.84,0.9,359.7,5.68,338
"Dunster","2014","Jul","max",23.58,14.89,33.81,13.2,919.63,92.53,10.83,2.3,84.01,12.99,480.1
"Dunster","2014","Jul","min",10.7,6.91,13.11,0,905,38.69,4.88,0.5,277.26,2.41,89.78
"Dunster","2014","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Aug","mean",15.59,10.3,21.87,1.14,914.02,71.82,9.99,0.7,26.02,5.35,236.23
"Dunster","2014","Aug","max",21.83,15.51,30.29,8,920.43,93.91,14.48,1.37,89.09,10.02,390.15
"Dunster","2014","Aug","min",9.03,5.57,12.15,0,907.2,53.25,5.63,0.41,276.06,2.04,81.55
"Dunster","2014","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Sep","mean",10.07,5.83,15.12,1.95,913.25,81.1,6.76,0.81,358.64,5.35,155.76
"Dunster","2014","Sep","max",14.75,10.39,21.68,14.2,926.36,95.29,11.15,1.89,86.63,9.28,255.1
"Dunster","2014","Sep","min",3.27,-2.22,7.42,0,903.08,61.86,-3.59,0.22,277.11,2.23,45.35
"Dunster","2014","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Oct","mean",6.39,3.82,9.49,2.57,908.96,85.57,4.06,1.25,345.29,7.25,70.16
"Dunster","2014","Oct","max",11.66,9.02,16.06,14.4,921.66,96.58,8.15,2.04,79.85,13.36,152.02
"Dunster","2014","Oct","min",0.73,-0.99,2.24,0,899.95,72.24,-0.68,0.28,278.21,3.15,13.68
"Dunster","2014","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Nov","mean",-5.08,-7.54,-2.71,1.58,914.25,89.35,-6.54,0.79,345.81,5.25,21.02
"Dunster","2014","Nov","max",4.15,3.09,5.59,14.4,930.8,96.68,3.26,2.12,89.96,10.2,51.29
"Dunster","2014","Nov","min",-25.59,-28.6,-23.15,0,895.3,74.69,-27.57,0,271.37,0.37,2.17
"Dunster","2014","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2014","Dec","mean",-4.1,-6.1,-2.37,1.32,911.54,90.16,-5.45,1,338.24,6.4,16.47
"Dunster","2014","Dec","max",3.08,1.97,4.82,18.6,937.07,96.24,2.36,2.57,83.8,13.92,29.46
"Dunster","2014","Dec","min",-17.61,-20.69,-14.67,0,892.97,81.46,-19.6,0,302.42,0,6.7
"Dunster","2014","Dec","obs_na",0,0,0,0,0,0,0,8,0,8,0
"Dunster","2015","Jan","mean",-4.09,-6.27,-2.08,0.97,916.65,89.27,-5.57,1.24,332.52,8.13,24.13
"Dunster","2015","Jan","max",3.9,3.14,5.15,20.4,927.43,96.39,2.68,2.3,50.49,11.13,44.67
"Dunster","2015","Jan","min",-17.39,-21.82,-12.6,0,901.18,79.99,-19.53,0.15,272.26,3.53,6.02
"Dunster","2015","Jan","obs_na",0,0,0,0,0,0,0,14,0,14,0
"Dunster","2015","Feb","mean",-0.99,-3.78,1.82,1.41,914.52,82.22,-3.79,0.96,337.76,5.87,61.67
"Dunster","2015","Feb","max",4.65,2.66,6.31,24.8,927.14,97.08,2.61,1.91,81.48,11.69,116.65
"Dunster","2015","Feb","min",-10.58,-11.87,-9.41,0,887.38,54.29,-12.05,0.06,270.01,2.04,13.16
"Dunster","2015","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Mar","mean",2.32,-1.58,6.32,1.34,912.55,73.27,-2.33,1.12,354.22,6.56,120.07
"Dunster","2015","Mar","max",8.12,4.19,13.59,9.2,922.08,93.45,4.18,1.93,84.3,9.83,206.08
"Dunster","2015","Mar","min",-10.25,-16.28,-5.57,0,899.06,51.02,-18.01,0.42,292.36,3.53,24.42
"Dunster","2015","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Apr","mean",4.75,0.02,10.59,1.79,911.06,67.62,-1.41,1.01,354.44,6.95,223.55
"Dunster","2015","Apr","max",12.44,6,21.27,18.4,923.28,93.37,3.7,1.69,86.1,12.99,370.04
"Dunster","2015","Apr","min",0.01,-2.86,3.04,0,899.01,47.27,-5.58,0.44,271.08,2.97,77.02
"Dunster","2015","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","May","mean",12.19,4.96,20.02,0.59,912.63,57.54,2.86,0.88,354.32,6.3,352.29
"Dunster","2015","May","max",18.38,9.26,28.25,8.4,918.24,91.05,9.13,1.48,84.82,9.83,457.65
"Dunster","2015","May","min",2.72,-1.81,7.02,0,906.55,33.87,-3.04,0.54,278.22,3.71,196.81
"Dunster","2015","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Jun","mean",15.45,8.98,22.27,1.33,913.37,63.56,7.68,0.91,353.81,6.22,351.58
"Dunster","2015","Jun","max",23.46,15.75,32.48,10,919.17,90.5,13.72,1.89,84.47,11.69,502.92
"Dunster","2015","Jun","min",8.43,4.27,11.27,0,906.3,40.54,1.8,0.5,277.86,3.34,168.17
"Dunster","2015","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Jul","mean",16.15,10.36,22.57,1.79,912.71,67.62,9.2,0.92,10.64,6.31,304.54
"Dunster","2015","Jul","max",23.3,16.13,32.9,19.6,919.14,91.83,12.72,1.96,82.43,10.58,491.66
"Dunster","2015","Jul","min",9.22,5.44,11.69,0,905.26,38.84,2.71,0.34,278.33,2.23,157.39
"Dunster","2015","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Aug","mean",14.51,8.99,20.87,2.19,911.68,72.96,9.28,0.88,358.63,6,257.99
"Dunster","2015","Aug","max",18.4,13.59,29.59,22.8,919.77,93.68,12.96,1.49,84.63,12.99,418.22
"Dunster","2015","Aug","min",9.37,2.5,13.35,0,900.75,61.11,5.58,0.27,270.14,2.41,88.06
"Dunster","2015","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Sep","mean",8.33,4.86,12.84,3.23,911.4,84.54,5.74,0.75,351.97,5.12,137.67
"Dunster","2015","Sep","max",13.61,9.41,20.65,20,919.63,94.53,10.78,1.35,85.75,10.02,269.37
"Dunster","2015","Sep","min",5.07,1.02,8.37,0,902.44,68.55,2.7,0.25,278.8,2.04,39.47
"Dunster","2015","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Oct","mean",6.11,2.79,9.56,1.63,912.62,83.26,3.32,1.03,349.31,6.35,69.46
"Dunster","2015","Oct","max",13.42,11.2,17.8,12.2,923.22,94.5,9,1.71,75.24,9.83,169.21
"Dunster","2015","Oct","min",0.72,-2.65,2.5,0,895.77,64.83,-1.89,0.49,280.21,2.6,22.79
"Dunster","2015","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Nov","mean",-3.67,-5.5,-1.94,0.44,911.75,91.05,-4.9,0.73,334,5.52,25.57
"Dunster","2015","Nov","max",2.93,0.22,5.36,7.2,928.94,96.61,1.93,1.47,50.08,10.58,48.63
"Dunster","2015","Nov","min",-14.09,-16.12,-12.27,0,892.35,81.4,-15.67,0,271.93,0,5.92
"Dunster","2015","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2015","Dec","mean",-5.39,-7.44,-3.75,1.68,905.89,90.15,-6.76,0.88,326.94,5.64,16.45
"Dunster","2015","Dec","max",1.61,0.11,3.38,17,929.88,97.44,0.8,2.31,53.69,9.65,28.99
"Dunster","2015","Dec","min",-16.54,-19.52,-14.2,0,892.91,82.98,-18.1,0,273.96,0,3.32
"Dunster","2015","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Jan","mean",-4.33,-6.37,-2.44,0.79,910.04,89.8,-5.77,1,335.53,5.98,21.76
"Dunster","2016","Jan","max",0.94,-0.56,2.4,10,926.88,96.35,0.41,2.37,80.73,10.2,44.05
"Dunster","2016","Jan","min",-12.76,-15.18,-10.13,0,900.52,79.53,-14.18,0,302.56,0,5.35
"Dunster","2016","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Feb","mean",-0.22,-2.74,2.57,0.94,912.38,84.1,-2.71,1.11,341.33,6.48,62.84
"Dunster","2016","Feb","max",2.88,0.74,7.17,4.8,927.18,93.68,0.7,2.59,78.8,10.95,114.83
"Dunster","2016","Feb","min",-6.92,-11.22,-3.6,0,887.48,66.55,-9.48,0.04,273.81,1.86,15.56
"Dunster","2016","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Mar","mean",2.72,-0.79,6.93,0.86,907.43,75.73,-1.52,1.25,332.85,6.91,138.18
"Dunster","2016","Mar","max",8.25,2.1,16.51,6.8,923.95,91.6,2.4,2.09,84.71,11.5,287.28
"Dunster","2016","Mar","min",-0.57,-6.33,2.34,0,893.09,47.32,-8.46,0.52,281.72,4.45,55.71
"Dunster","2016","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Apr","mean",8.63,2.69,15.31,1.09,912.53,63.3,1.28,1.04,9.19,6.56,251.6
"Dunster","2016","Apr","max",13.9,7.47,23.5,8.8,922.81,91.18,7.27,2.37,86.76,13.73,412.02
"Dunster","2016","Apr","min",3.65,-1.02,6.99,0,904.54,47.48,-4.49,0.5,288.69,3.15,105.1
"Dunster","2016","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","May","mean",10.59,4.36,17.02,1.35,912.81,63.36,2.95,1.02,334.02,6.61,326.79
"Dunster","2016","May","max",16.37,8.57,26.26,13.8,921.74,91.88,7.46,2.2,79.57,13.36,488.28
"Dunster","2016","May","min",6.35,-0.45,7.49,0,902.94,44.22,-0.97,0.33,272.26,2.23,81.92
"Dunster","2016","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Jun","mean",13.53,8.13,19.96,2.1,912.62,73.19,8.21,0.71,15.71,5.82,300.96
"Dunster","2016","Jun","max",20.58,13.38,28.35,12.2,920.95,88.13,12.72,1.41,83.14,10.02,515.88
"Dunster","2016","Jun","min",7.34,4.45,11.03,0,902.91,43.55,3.55,0.37,270.63,2.6,177.44
"Dunster","2016","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Jul","mean",15.1,10.55,20.52,2.03,913.04,78.24,11.03,0.73,4.17,5.78,258.73
"Dunster","2016","Jul","max",19.98,14.12,27.7,18.8,918.88,90.8,13.09,1.5,84.66,10.95,424.43
"Dunster","2016","Jul","min",9.86,5.69,14.6,0,908.25,56,7.13,0.34,281.32,2.41,157.45
"Dunster","2016","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Aug","mean",15.46,9.99,22.33,1.81,913.97,75.19,10.62,0.8,3.78,6.28,259.55
"Dunster","2016","Aug","max",18.02,12.51,26.67,12.2,923.4,91.36,12.97,1.51,88.92,11.13,394.68
"Dunster","2016","Aug","min",10.41,6.59,13.5,0,903.38,53.72,6.07,0.4,274.01,2.97,120.19
"Dunster","2016","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Sep","mean",8.78,4.95,13.57,1.72,914,83.76,6.05,0.68,5.03,5.27,147.65
"Dunster","2016","Sep","max",13.09,9.02,18.39,14,922.01,92.24,9.58,1.65,86.57,9.83,250.45
"Dunster","2016","Sep","min",4.31,-0.85,10.49,0,902.64,71.49,0.85,0.22,279.21,2.04,79.31
"Dunster","2016","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Oct","mean",3.85,1.35,6.88,1.94,908.15,88.13,2.01,0.91,338.89,5.52,72.59
"Dunster","2016","Oct","max",6.62,3.93,11.32,12.6,920.98,96.08,5.44,1.76,85.53,7.79,129.36
"Dunster","2016","Oct","min",-2.25,-5.51,0.61,0,889.26,78.28,-4.03,0.23,272.67,1.86,28.23
"Dunster","2016","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Nov","mean",2.49,0.58,4.5,2.04,908.19,88.52,0.66,1.09,334.12,6.77,23.5
"Dunster","2016","Nov","max",10.81,8.12,14.65,19.4,918.31,96.5,5.29,2.37,68.96,11.87,57.54
"Dunster","2016","Nov","min",-3.19,-4.74,-2.22,0,894.9,66.3,-4.1,0,271.14,0.19,4.31
"Dunster","2016","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2016","Dec","mean",-10.96,-13.27,-8.87,0,913,87.56,-12.62,0.83,329.36,5.45,14.73
"Dunster","2016","Dec","max",-1.19,-2.95,-0.2,0,929.93,94.58,-2.73,2.03,84.57,8.91,32.33
"Dunster","2016","Dec","min",-22.33,-24.16,-20.64,0,901.05,79.99,-24.42,0.05,271.51,2.04,3.37
"Dunster","2016","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Jan","mean",-8.62,-11.01,-6.43,0.71,912.2,85.21,-10.69,0.95,321.62,5.91,25.05
"Dunster","2017","Jan","max",1.38,0.19,3.14,19.2,926.29,95.64,0.36,2.37,56.56,11.5,42.95
"Dunster","2017","Jan","min",-21.64,-23.62,-19.84,0,889.98,72.03,-23.6,0.01,290.55,1.48,7.28
"Dunster","2017","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Feb","mean",-6.9,-9.88,-3.85,0.81,907.33,82.48,-9.48,0.78,338.7,5.49,61.64
"Dunster","2017","Feb","max",2.64,1.29,4.71,11.2,928.45,94.75,1.87,2.61,86.51,11.5,137.23
"Dunster","2017","Feb","min",-21.29,-24.88,-19.06,0,888.82,69.1,-24.03,0.15,271.35,1.67,20.35
"Dunster","2017","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Mar","mean",-1.58,-5.01,2.3,1.05,908.21,81.71,-4.47,1.02,345.17,6.78,125.68
"Dunster","2017","Mar","max",4.51,1.37,9.39,10.4,920.09,92.2,1.2,1.77,83.07,13.17,215.35
"Dunster","2017","Mar","min",-10.18,-15.06,-6.64,0,897.45,68.97,-13.67,0.16,304.48,2.23,41.86
"Dunster","2017","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Apr","mean",4.52,0.2,9.52,0.79,909.22,72.3,-0.52,1.1,347.88,6.7,215.09
"Dunster","2017","Apr","max",7.41,2.96,15.61,8.4,921.25,92.61,2.88,2.13,78.68,10.58,386.98
"Dunster","2017","Apr","min",0.58,-4.96,3.62,0,893.99,56.15,-5.84,0.33,279.22,3.34,109.79
"Dunster","2017","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","May","mean",11.24,4.58,18.16,1.29,911.39,63.31,3.62,0.94,359.85,6.77,304.77
"Dunster","2017","May","max",19.34,10.83,27.88,11.4,920.49,89.78,10.74,1.87,87.75,14.1,464.11
"Dunster","2017","May","min",4.78,-0.34,7.29,0,903.28,44.8,-2.63,0.45,275.77,3.34,152.07
"Dunster","2017","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Jun","mean",13.07,7.29,19.2,1.7,911.32,69.78,7.05,0.92,346.4,6.55,295.86
"Dunster","2017","Jun","max",20.27,12.49,29.49,11.8,922.45,92.59,11.82,1.52,74.81,10.95,512.91
"Dunster","2017","Jun","min",7.05,2.56,12.05,0,902.24,46.06,3.81,0.47,274.48,2.97,103.85
"Dunster","2017","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Jul","mean",15.76,9.82,22.94,1.05,914.35,66.36,8.89,0.92,346.94,6.64,334.4
"Dunster","2017","Jul","max",22.04,14.31,32.74,9,922.88,88.5,12.59,2.09,87.75,13.92,510.26
"Dunster","2017","Jul","min",10.39,5.21,13.79,0,910.36,47.65,5.32,0.36,270.61,2.6,151.09
"Dunster","2017","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Aug","mean",16.08,9.95,23.01,1.31,913.96,68.47,9.36,0.63,13.84,5.4,261.99
"Dunster","2017","Aug","max",21.65,13.57,33.47,13,923.2,93.19,13.58,1.64,87.22,12.43,443.63
"Dunster","2017","Aug","min",9.27,4.87,12.12,0,906.56,45.21,6.21,0.12,272.71,1.86,52.6
"Dunster","2017","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Sep","mean",10.05,5.75,15.13,1.78,912.89,81.97,6.91,0.77,339.45,5.55,139.47
"Dunster","2017","Sep","max",17.08,12.1,25.62,11.8,923.23,94.83,12.81,2.16,64.46,11.13,269.46
"Dunster","2017","Sep","min",3.57,-1.38,6.23,0,900.85,66.78,1.29,0.11,270.26,1.86,57.23
"Dunster","2017","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Oct","mean",3.04,0.18,5.79,3.55,912.65,86.49,0.88,0.84,346.69,6.08,61.93
"Dunster","2017","Oct","max",8.21,5.75,12.94,25,925.71,96.36,4.93,1.68,80.53,11.32,147.44
"Dunster","2017","Oct","min",-0.89,-3.93,1.24,0,892.74,59.34,-4.28,0.13,272.24,2.23,9.83
"Dunster","2017","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Nov","mean",-2.68,-5.15,-0.57,2.44,907,86.9,-4.61,0.76,343.27,5.57,24.18
"Dunster","2017","Nov","max",3.74,1.59,5.33,32.6,919,96.57,2.16,2.04,86.99,10.2,58.53
"Dunster","2017","Nov","min",-12.71,-15.87,-9.92,0,893.35,68.28,-16.18,0,278.75,0.19,2.28
"Dunster","2017","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2017","Dec","mean",-9.09,-11.26,-7.24,0.01,920.43,88.89,-10.59,0.6,342.18,5.02,10.14
"Dunster","2017","Dec","max",-0.82,-3.04,0.74,0.2,936.34,94.43,-2.03,1.73,81.84,11.13,25.61
"Dunster","2017","Dec","min",-21.48,-24.54,-19.19,0,905.23,81.43,-23.83,0,277.57,0.19,2.95
"Dunster","2017","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Jan","mean",-4.89,-7.64,-2.44,0.33,911.11,89.08,-6.43,1.17,326.66,7.25,24.62
"Dunster","2018","Jan","max",0.73,-0.4,2.37,5,927.15,95.23,-0.33,2.31,72.79,13.73,56.13
"Dunster","2018","Jan","min",-19.68,-21.57,-17.94,0,896.75,81.08,-21.6,0.23,270.15,3.53,6.23
"Dunster","2018","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Feb","mean",-10.51,-14.33,-6.65,0.01,913.11,84.59,-12.67,0.83,340.11,6,57.7
"Dunster","2018","Feb","max",-2.23,-4.9,0.69,0.2,925.23,93.63,-3.13,2.66,77.74,11.69,117.7
"Dunster","2018","Feb","min",-18,-21.82,-15.31,0,895.87,71.73,-20.35,0.24,278.5,2.6,11.29
"Dunster","2018","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Mar","mean",-0.95,-4.77,3.39,0.75,910.03,73.94,-5.28,1.04,337.2,6.19,144.06
"Dunster","2018","Mar","max",4.42,1.48,9.21,8.4,921.82,94.94,0.35,1.72,87.05,10.58,267.18
"Dunster","2018","Mar","min",-10.36,-15.79,-6.45,0,898.35,58.79,-14.44,0.53,275.24,2.78,56.71
"Dunster","2018","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Apr","mean",4.1,-1.4,10.15,0.67,910.75,64.85,-2.66,0.96,349.25,6.2,245.74
"Dunster","2018","Apr","max",12.82,4.35,23.35,3.4,924.83,90.85,1.74,1.61,77.1,10.76,389.32
"Dunster","2018","Apr","min",-3.82,-10.44,0.08,0,897.73,44.8,-11.97,0.52,277.17,3.34,109.26
"Dunster","2018","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","May","mean",12.68,5.82,20.13,0.8,912.73,62.15,4.78,0.84,336.98,6.15,330.13
"Dunster","2018","May","max",18.76,10.69,29.27,12,919.38,88.6,8,1.44,89.69,10.39,468.7
"Dunster","2018","May","min",5.3,0.14,10.74,0,907.21,44.3,-0.47,0.44,273.48,3.34,125.62
"Dunster","2018","May","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Jun","mean",13.49,7.67,19.96,1.92,910.56,68.36,6.99,0.85,347.16,6.58,317.56
"Dunster","2018","Jun","max",22.55,14.77,32.54,22,917.41,88.94,13.05,1.46,80.56,12.43,524.84
"Dunster","2018","Jun","min",6.79,0.63,10.54,0,904.99,45.47,1.64,0.4,272.13,3.15,170.04
"Dunster","2018","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Jul","mean",15.51,9.54,22.4,1.94,916.64,72.51,10.01,0.77,355.7,6.35,305.53
"Dunster","2018","Jul","max",21.05,14.15,30.14,15.2,922.24,95.33,13.13,1.72,89.2,12.06,485.88
"Dunster","2018","Jul","min",9.2,5.31,11.39,0,911.87,53.48,6.76,0.33,270.48,2.97,124.41
"Dunster","2018","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Aug","mean",14.08,9.31,19.56,1.75,913.43,78.22,9.91,0.5,351.91,5.71,212.5
"Dunster","2018","Aug","max",21.75,13.79,31.56,23.8,921.33,95.83,12.77,0.94,75,12.99,419.63
"Dunster","2018","Aug","min",7.74,3.91,10.12,0,906.4,56.92,6.22,0.13,274.77,2.41,39.32
"Dunster","2018","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Dunster","2018","Sep","mean",7.76,3.92,12.44,1.38,913.12,86.56,5.56,0.43,354.05,4.53,154.47
"Dunster","2018","Sep","max",12.2,7.54,17.39,4.6,920.36,91.24,9.74,1.15,70.2,6.86,272.39
"Dunster","2018","Sep","min",1.68,-2.33,5.49,0,907.53,77.28,-2.03,0.06,285,2.04,87.48
"Dunster","2018","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Endako","2007","Sep","mean",6.11,-0.1,12.2,0.52,913.88,75.15,1.58,1.6,353.38,7.62,122.92
"Endako","2007","Sep","max",10.18,3.33,22.71,3.2,921.99,90.8,4.22,2.36,79.5,12.25,207.55
