"Site","years","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Kluskus","2013","Jul","mean",13.62,3.94,21.06,0.36,891.9,62.62,5.61,1.1,NA,7.28,266.25
"Kluskus","2013","Jul","max",19.05,10.1,28.62,5.2,895.75,83.39,8.67,1.92,-Inf,10.95,366.35
"Kluskus","2013","Jul","min",7.97,-1.41,13.5,0,884.68,42.53,2.96,0.64,Inf,5.01,159.31
"Kluskus","2013","Jul","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2013","Aug","mean",14.95,5.03,23.58,1.71,890.44,65.5,7.4,0.91,NA,6.64,225.33
"Kluskus","2013","Aug","max",19.47,10.79,29.09,21.2,893.63,85.74,11.71,1.94,-Inf,12.62,315.77
"Kluskus","2013","Aug","min",8.77,-3.99,15.29,0,887.03,45.03,2.63,0.27,Inf,4.27,125.3
"Kluskus","2013","Aug","obs_na",10,9,10,9,9,10,10,9,31,9,9
"Kluskus","2013","Sep","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2013","Sep","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2013","Sep","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2013","Sep","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Kluskus","2013","Oct","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2013","Oct","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2013","Oct","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2013","Oct","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Kluskus","2013","Nov","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2013","Nov","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2013","Nov","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2013","Nov","obs_na",30,30,30,30,30,30,30,30,30,30,30
"Kluskus","2013","Dec","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2013","Dec","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2013","Dec","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2013","Dec","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Kluskus","2014","Jan","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2014","Jan","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2014","Jan","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2014","Jan","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Kluskus","2014","Feb","mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kluskus","2014","Feb","max",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2014","Feb","min",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2014","Feb","obs_na",28,28,28,28,28,28,28,28,28,28,28
"Kluskus","2014","Mar","mean",-4.5,-11.14,1.35,0.58,884.67,74.46,-8.67,1.11,NA,6.76,109.77
"Kluskus","2014","Mar","max",2.66,-1.36,8.02,7.4,896.81,88.94,-0.66,3.09,-Inf,13.54,215.2
"Kluskus","2014","Mar","min",-19.63,-32.91,-12.34,0,875.02,61.44,-22.34,0.43,Inf,3.34,50.98
"Kluskus","2014","Mar","obs_na",4,4,4,4,4,4,4,4,31,4,4
"Kluskus","2014","Apr","mean",1.84,-4.69,8.23,1.55,884.43,70.65,-3.59,1.05,NA,7.34,172.74
"Kluskus","2014","Apr","max",9.15,2.58,17.63,11.4,900.43,92.78,3.05,2.91,-Inf,12.25,267.85
"Kluskus","2014","Apr","min",-3.51,-18.12,3.72,0,875.33,52.86,-10.67,0.54,Inf,4.64,68.48
"Kluskus","2014","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2014","May","mean",7.59,-0.09,14.26,1.43,889.52,67.95,1.25,1.09,NA,7.07,233.28
"Kluskus","2014","May","max",11.68,5.82,20.29,15.6,901.38,89.83,6.42,2.14,-Inf,11.5,313.58
"Kluskus","2014","May","min",-0.54,-7.87,1.72,0,878.33,52.15,-6.85,0.41,Inf,3.15,65.46
"Kluskus","2014","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2014","Jun","mean",10.47,1.69,17.08,0.57,888.64,63.11,2.92,0.69,NA,7.47,250.16
"Kluskus","2014","Jun","max",15.43,6.99,23.45,7.2,897.11,87.28,7.48,1.62,-Inf,11.87,377.54
"Kluskus","2014","Jun","min",5.26,-4.2,11.2,0,878.08,45.08,-2.25,0.24,Inf,4.03,111.3
"Kluskus","2014","Jun","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2014","Jul","mean",14.53,4.78,22.69,0.79,892.18,62.22,6.12,0.48,NA,6.75,245.33
"Kluskus","2014","Jul","max",20.82,12.49,31.71,13.6,898.3,80.55,8.4,1.23,-Inf,10.32,360.41
"Kluskus","2014","Jul","min",10.04,0.99,15.18,0,883.73,37.72,3.38,0.16,Inf,4.53,156.66
"Kluskus","2014","Jul","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2014","Aug","mean",13.76,4.07,22.58,0.73,892.16,63.8,5.89,0.4,NA,5.61,195.72
"Kluskus","2014","Aug","max",20.01,14.15,30.42,8.8,898.01,76.98,10.68,1.02,-Inf,8.81,289.16
"Kluskus","2014","Aug","min",9.05,-4.2,14.67,0,883.47,48.05,1.15,0,Inf,1.01,72.75
"Kluskus","2014","Aug","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2014","Sep","mean",8.52,-0.44,17.58,0.46,889.99,71.55,2.74,0.38,NA,6.17,145.45
"Kluskus","2014","Sep","max",15.27,6.31,26.38,5.2,903.18,87.04,7.12,0.97,-Inf,9.82,221.29
"Kluskus","2014","Sep","min",-1.25,-13.13,7.17,0,879.28,53.8,-8.55,0.08,Inf,3.02,54.58
"Kluskus","2014","Sep","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2014","Oct","mean",4.08,-1.1,9.8,1.17,883.11,83.79,1.31,0.22,NA,5.6,63.54
"Kluskus","2014","Oct","max",10.81,5.44,17.84,6.6,896.59,95.79,7.2,1.21,-Inf,9.32,117.23
"Kluskus","2014","Oct","min",-1.99,-9.64,0.38,0,872.74,60.98,-4.23,0.01,Inf,2.77,12.95
"Kluskus","2014","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2014","Nov","mean",-8.5,-13.62,-2.08,0.87,889.16,89.64,-9.88,0.34,NA,3.67,23.8
"Kluskus","2014","Nov","max",0.97,0,8.12,7.6,904.29,97.25,0.4,1.24,-Inf,10.83,83.53
"Kluskus","2014","Nov","min",-29.86,-35.79,-20.21,0,869.08,81.39,-32,0,Inf,0.25,2.9
"Kluskus","2014","Nov","obs_na",0,0,0,0,0,0,0,14,30,0,0
"Kluskus","2014","Dec","mean",-7.65,-12.7,-2.72,0.67,885,89.96,-8.99,0.25,NA,4.96,25.27
"Kluskus","2014","Dec","max",3.09,0.72,8.02,15.8,913.34,95.54,1.02,1.73,-Inf,15.11,40.97
"Kluskus","2014","Dec","min",-24.37,-31.85,-16,0,864.6,80.46,-26.5,0,Inf,0.76,7.06
"Kluskus","2014","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2015","Jan","mean",-5.42,-10.14,-1.05,1.34,890.38,89.36,-6.91,0.31,NA,5.06,25.65
"Kluskus","2015","Jan","max",2.71,-0.06,8.59,10.2,901.83,97.53,0.59,1.76,-Inf,12.84,59.3
"Kluskus","2015","Jan","min",-20.34,-23.15,-17.99,0,874,80.14,-22.29,0,Inf,0.25,5.4
"Kluskus","2015","Jan","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2015","Feb","mean",-4.19,-10.08,2.14,1.22,889.88,84.59,-6.69,0.17,NA,4.34,59.13
"Kluskus","2015","Feb","max",1.72,-2.1,12.58,18.2,903.35,98.04,0.53,0.84,-Inf,9.07,131.5
"Kluskus","2015","Feb","min",-12.07,-21.77,-9.2,0,858.65,56.29,-14.11,0,Inf,1.26,6.86
"Kluskus","2015","Feb","obs_na",0,0,0,0,0,0,0,0,28,0,0
"Kluskus","2015","Mar","mean",0.24,-6.07,6.76,1.49,887.65,77.07,-3.76,0.48,NA,6.64,117.74
"Kluskus","2015","Mar","max",5.64,1.29,13.31,9.2,897.6,96.72,2.96,1.67,-Inf,16.37,200.93
"Kluskus","2015","Mar","min",-12.55,-26.97,-2.39,0,873.82,58.25,-20.02,0,Inf,2.27,44
"Kluskus","2015","Mar","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2015","Apr","mean",1.83,-3.6,7.57,1.21,886.5,70.86,-3.49,0.69,NA,7.39,167.74
"Kluskus","2015","Apr","max",7.27,0.44,16.42,11.4,900.42,93.85,2.49,2.21,-Inf,13.35,274.26
"Kluskus","2015","Apr","min",-1.79,-9.61,2.85,0,874.73,48.43,-8.67,0.02,Inf,2.77,81.86
"Kluskus","2015","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2015","May","mean",8.86,-0.01,16.49,1.39,889.96,68.83,2.34,0.49,NA,6.29,243.71
"Kluskus","2015","May","max",15.8,7.57,22.99,10.2,894.89,90.86,8.66,1.63,-Inf,10.32,359.88
"Kluskus","2015","May","min",1.13,-6.39,4.84,0,881.54,48.89,-4.45,0.07,Inf,3.53,105.72
"Kluskus","2015","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2015","Jun","mean",12.15,3.67,19.48,1.72,891.79,67.1,5.34,0.59,NA,7.08,258.34
"Kluskus","2015","Jun","max",18.72,11.47,29.32,19.6,896.06,86.98,11.58,1.39,-Inf,10.83,379.73
"Kluskus","2015","Jun","min",6.34,-1.58,10.64,0,885.71,52.08,0.76,0.24,Inf,4.28,125.3
"Kluskus","2015","Jun","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2015","Jul","mean",16.51,3.33,25.76,1.67,891.3,51.24,4.48,0.59,NA,6.48,259.24
"Kluskus","2015","Jul","max",19.63,5.62,30.04,18.6,897.56,61.46,7.85,1.01,-Inf,9.32,371.97
"Kluskus","2015","Jul","min",13.55,-0.28,21.51,0,883.92,38.79,0.88,0.3,Inf,5.04,131.09
"Kluskus","2015","Jul","obs_na",24,24,24,0,0,24,24,24,31,24,0
"Kluskus","2015","Aug","mean",NA,NA,NA,1.74,889.63,NA,NA,NA,NA,NA,208.36
"Kluskus","2015","Aug","max",-Inf,-Inf,-Inf,19.2,897.4,-Inf,-Inf,-Inf,-Inf,-Inf,302.85
"Kluskus","2015","Aug","min",Inf,Inf,Inf,0,873.7,Inf,Inf,Inf,Inf,Inf,77.02
"Kluskus","2015","Aug","obs_na",31,31,31,0,0,31,31,31,31,31,0
"Kluskus","2015","Sep","mean",8.54,1.98,15.04,1.31,887.67,75.75,4.1,0.46,NA,5.71,134.51
"Kluskus","2015","Sep","max",12.18,5.85,21.18,8,896.25,82.94,8.86,0.99,-Inf,8.06,224.98
"Kluskus","2015","Sep","min",3.39,-2.33,9.06,0,876.92,68.86,-1.75,0.1,Inf,4.28,51.81
"Kluskus","2015","Sep","obs_na",25,25,24,0,0,25,25,24,30,24,0
"Kluskus","2015","Oct","mean",3.76,-1.91,9.83,1.57,888.06,84.42,1.03,0.34,NA,5.54,75.52
"Kluskus","2015","Oct","max",11.65,6.31,19.98,13.4,900.39,98.18,7.28,1.67,-Inf,14.61,154.83
"Kluskus","2015","Oct","min",-2.65,-7.64,-0.34,0,869.2,68.79,-3.93,0,Inf,2.01,20.77
"Kluskus","2015","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2015","Nov","mean",-5.45,-10.36,0.7,0.35,886.43,85.05,-7.71,0.43,NA,5.44,40.73
"Kluskus","2015","Nov","max",1.53,-1.3,7.52,3.6,902.41,98.3,-0.01,1.64,-Inf,14.1,68.73
"Kluskus","2015","Nov","min",-16.8,-23.36,-7.64,0,869.95,64.1,-18.78,0,Inf,0.5,11.91
"Kluskus","2015","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2015","Dec","mean",-8.68,-14.65,-4.12,0.3,879.02,92.03,-9.79,0.19,NA,3.62,16.35
"Kluskus","2015","Dec","max",-0.15,-2.31,2.8,5.6,902.95,98.18,-1.57,0.57,-Inf,9.32,32.64
"Kluskus","2015","Dec","min",-21.85,-28.09,-13.54,0,866.31,80.04,-23.32,0,Inf,0,3.83
"Kluskus","2015","Dec","obs_na",0,0,0,0,0,0,0,11,31,0,0
"Kluskus","2016","Jan","mean",-9.19,-14.45,-3.17,0.67,883.68,92.47,-10.23,0.16,NA,2.2,30.67
"Kluskus","2016","Jan","max",0.94,-3.99,4.01,4.4,900.13,98.88,-0.56,1.43,-Inf,10.58,55.87
"Kluskus","2016","Jan","min",-24.98,-29.72,-14.28,0,874.22,81.53,-26.83,0,Inf,0,5.15
"Kluskus","2016","Jan","obs_na",0,0,0,0,0,0,0,12,31,0,0
"Kluskus","2016","Feb","mean",-2.82,-9.45,3.57,1.05,886.09,84.56,-5.33,0.36,NA,5.58,62.46
"Kluskus","2016","Feb","max",2.21,-0.68,9.29,7,898.18,99.34,0.03,1.84,-Inf,11.84,128.99
"Kluskus","2016","Feb","min",-10.83,-20.31,-4.99,0,862.86,73.69,-12.2,0,Inf,2.27,17.69
"Kluskus","2016","Feb","obs_na",0,0,0,0,0,0,0,0,29,0,0
"Kluskus","2016","Mar","mean",0.25,-6.32,7.01,0.94,881.94,73.66,-4.59,0.47,NA,6.45,127.51
"Kluskus","2016","Mar","max",6.71,-0.65,19.41,8.6,899.91,96.79,0.58,1.72,-Inf,12.84,227.08
"Kluskus","2016","Mar","min",-6.54,-17.55,-0.23,0,864.58,58.78,-12.81,0.03,Inf,2.77,48.11
"Kluskus","2016","Mar","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2016","Apr","mean",5.11,-2.21,12.51,1.13,888.77,71.49,-0.42,0.49,NA,6.87,179.8
"Kluskus","2016","Apr","max",12.5,3.2,21.51,16.2,898.68,93.03,5.33,1.62,-Inf,12.59,297.49
"Kluskus","2016","Apr","min",2.29,-7.09,6.38,0,881.38,53.16,-4.94,0.15,Inf,4.03,67.39
"Kluskus","2016","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2016","May","mean",8.04,-0.1,14.95,0.49,890.52,63.33,0.46,0.63,NA,7.53,233.86
"Kluskus","2016","May","max",14.41,8.84,23.57,5.8,897.25,86.55,5.29,1.79,-Inf,28.71,354.1
"Kluskus","2016","May","min",1.83,-7.12,4.27,0,882.09,45.88,-5.01,0.13,Inf,4.28,66.03
"Kluskus","2016","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2016","Jun","mean",11.07,3.46,17.75,2.03,890.38,69.86,4.92,0.53,NA,6.75,246.01
"Kluskus","2016","Jun","max",16.57,9.26,28.17,10.8,898.88,92.28,10.26,1.12,-Inf,9.07,367.7
"Kluskus","2016","Jun","min",2.45,-1.58,4.79,0,879.8,50.05,0.66,0.13,Inf,4.28,90.83
"Kluskus","2016","Jun","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2016","Jul","mean",13.1,6.65,19.18,2.69,891.28,75.99,8.39,0.5,NA,6.41,227.82
"Kluskus","2016","Jul","max",17.63,11.57,25.77,20.6,897.47,94.47,11.26,1.25,-Inf,9.82,385.52
"Kluskus","2016","Jul","min",6.49,2.48,7.95,0,883.73,58.75,5.23,0.14,Inf,3.78,64.52
"Kluskus","2016","Jul","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2016","Aug","mean",13.19,4.8,20.69,1.88,892.32,73.62,7.72,0.39,NA,5.9,206.11
"Kluskus","2016","Aug","max",17.14,11.13,25.4,17.4,902.15,97.05,11.54,0.69,-Inf,10.07,294.21
"Kluskus","2016","Aug","min",5.65,-1.64,9.31,0,883.06,56.28,2.94,0,Inf,0.5,72.07
"Kluskus","2016","Aug","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2016","Sep","mean",6.84,0.25,14.03,1.99,890.8,81.56,3.4,0.42,NA,6.05,140.16
"Kluskus","2016","Sep","max",12.92,6.86,24.48,9.4,898.92,92.99,7.93,1,-Inf,9.82,221.4
"Kluskus","2016","Sep","min",1.22,-7.45,8.92,0,879.98,63.94,-2.88,0.01,Inf,3.27,45.88
"Kluskus","2016","Sep","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2016","Oct","mean",0.71,-2.98,5.22,1.75,883.17,93.8,-0.3,0.13,NA,3.85,58.91
"Kluskus","2016","Oct","max",4.56,1.15,12.03,8.2,895.2,99.98,2.93,0.44,-Inf,8.56,150.56
"Kluskus","2016","Oct","min",-4.3,-12.6,-0.73,0,865.2,80.08,-6.91,0,Inf,1.76,16.13
"Kluskus","2016","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2016","Nov","mean",-1.19,-5.8,3.34,0.5,881.12,93.1,-2.29,0.16,NA,4.35,34.49
"Kluskus","2016","Nov","max",6.31,3.04,11.73,2,891.8,99.92,4.15,0.87,-Inf,9.57,73.95
"Kluskus","2016","Nov","min",-8.27,-18.12,-3.87,0,870.45,70.83,-8.75,0,Inf,1.76,5.35
"Kluskus","2016","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2016","Dec","mean",-14.04,-20.11,-7.95,0.19,887.17,86.03,-15.94,0.53,NA,5.5,23.62
"Kluskus","2016","Dec","max",0.35,-3.15,3.38,5.6,904.82,94.5,-2.93,3.15,-Inf,15.11,42.28
"Kluskus","2016","Dec","min",-28.81,-34.18,-19.75,0,874.55,61.06,-30.88,0,Inf,0,5.71
"Kluskus","2016","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Jan","mean",-9.98,-16.39,-3.25,0.67,885.31,88.37,-11.6,0.14,NA,3.63,28.9
"Kluskus","2017","Jan","max",2.47,-0.2,7.97,15.2,900.3,95.78,0.99,0.85,-Inf,9.57,59.88
"Kluskus","2017","Jan","min",-26.89,-34.26,-16,0,858.88,75.5,-28.97,0,Inf,0,7.85
"Kluskus","2017","Jan","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Feb","mean",-10.38,-17.53,-3.12,0.47,881.76,80.82,-13.26,0.36,NA,5.44,67.68
"Kluskus","2017","Feb","max",5.5,2.45,12.51,5.8,903.98,93.03,-0.05,1.11,-Inf,8.81,127.07
"Kluskus","2017","Feb","min",-27.37,-35.62,-15.67,0,861.97,66.46,-31.06,0.07,Inf,3.27,27.28
"Kluskus","2017","Feb","obs_na",0,0,0,0,0,0,0,0,28,0,0
"Kluskus","2017","Mar","mean",-4.39,-11.49,1.88,0.63,881.45,75.72,-8.52,0.51,NA,6.66,109.96
"Kluskus","2017","Mar","max",3.89,-1.33,11.71,6.4,892.65,94.5,-0.27,1.8,-Inf,11.08,185.88
"Kluskus","2017","Mar","min",-15.78,-26.55,-12.6,0,871.33,56.18,-18.75,0.08,Inf,3.27,38.42
"Kluskus","2017","Mar","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Apr","mean",1.43,-4.26,7.1,1.01,884.49,78.26,-2.48,0.48,NA,6.3,164.17
"Kluskus","2017","Apr","max",3.88,-0.09,13.04,7.6,897.03,96.92,0.41,1,-Inf,8.31,282.75
"Kluskus","2017","Apr","min",-1.29,-10.41,1.26,0,867.96,59.15,-7.46,0.04,Inf,2.77,67.33
"Kluskus","2017","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2017","May","mean",8.07,-0.08,15.26,0.92,887.87,67.33,1.38,0.6,NA,6.83,231.83
"Kluskus","2017","May","max",16.1,4.22,27.16,6.4,898.11,93.39,7.17,1.71,-Inf,11.33,363.02
"Kluskus","2017","May","min",1.95,-6.17,5.33,0,877.71,45.24,-4.34,0.15,Inf,4.78,114
"Kluskus","2017","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Jun","mean",10.61,1.6,18.07,1.11,888.47,64.71,3.19,0.64,NA,7.4,271.36
"Kluskus","2017","Jun","max",16.46,7.14,27.83,11.2,899.43,88.42,8.75,1.25,-Inf,14.1,379.42
"Kluskus","2017","Jun","min",6.08,-3.09,9.36,0,876.7,50.2,-1.3,0.19,Inf,4.78,130.04
"Kluskus","2017","Jun","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2017","Jul","mean",12.27,2.54,20.15,0.88,892.32,66.73,5.32,0.57,NA,6.39,254.83
"Kluskus","2017","Jul","max",17.72,8.02,29.34,9.6,901.79,91.28,9.33,1.29,-Inf,9.82,372.64
"Kluskus","2017","Jul","min",9.05,-2.74,12.7,0,889.15,50.28,1.34,0.17,Inf,3.27,83.43
"Kluskus","2017","Jul","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Aug","mean",13.64,4.35,22.38,0.15,891.65,65.56,6.19,0.47,NA,6.03,186.51
"Kluskus","2017","Aug","max",17.88,8.02,29.89,1.8,902.18,86.99,10.93,1.22,-Inf,9.32,310.61
"Kluskus","2017","Aug","min",9,0.38,13.79,0,883.65,52.58,2.68,0.05,Inf,3.27,78.43
"Kluskus","2017","Aug","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Sep","mean",8.22,0.6,16.22,1.59,889.52,79.95,4.36,0.33,NA,5.5,130.62
"Kluskus","2017","Sep","max",15.06,8.57,26.33,11.8,899.6,92.02,11.45,1.51,-Inf,9.32,227.49
"Kluskus","2017","Sep","min",2.21,-5.79,7.9,0,877.35,61.15,-1.35,0.06,Inf,3.53,33.38
"Kluskus","2017","Sep","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2017","Oct","mean",2.38,-3.19,9.07,1.34,887.79,81.59,-0.93,0.64,NA,7.11,77.95
"Kluskus","2017","Oct","max",10.73,7.47,19.94,12.4,902.38,95.13,7.19,1.62,-Inf,13.09,153.53
"Kluskus","2017","Oct","min",-2.68,-12.23,0.8,0,864.76,59.68,-6.65,0,Inf,2.01,25.98
"Kluskus","2017","Oct","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2017","Nov","mean",-5.63,-10.96,-0.67,1.32,880.27,88.01,-7.41,0.35,NA,5.21,36.59
"Kluskus","2017","Nov","max",2.05,-0.23,5.18,15.8,892.42,98.85,-0.08,2.68,-Inf,10.83,91.71
"Kluskus","2017","Nov","min",-15.76,-25.16,-9.99,0,864.31,68.28,-19.35,0,Inf,1.26,6.02
"Kluskus","2017","Nov","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2017","Dec","mean",-12.18,-19.02,-4.86,0.33,894.42,88.2,-13.79,0.12,NA,3.7,26.23
"Kluskus","2017","Dec","max",-0.84,-6.87,4.53,3,908.57,97.66,-2.85,0.95,-Inf,12.09,42.22
"Kluskus","2017","Dec","min",-27.25,-33.06,-19.65,0,879.08,80.13,-29.32,0,Inf,0,6.7
"Kluskus","2017","Dec","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2018","Jan","mean",-8.86,-15.2,-3.03,0.05,883.32,92.63,-9.87,0.08,NA,3.55,22.97
"Kluskus","2018","Jan","max",-2.07,-4.26,3.2,1,898.42,99.49,-2.67,1.05,-Inf,8.81,54.83
"Kluskus","2018","Jan","min",-26.71,-36.15,-18.08,0,869.13,81.52,-28.91,0,Inf,0.76,3.84
"Kluskus","2018","Jan","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2018","Feb","mean",-11.46,-19.52,-3.92,0.54,887.43,83.34,-13.87,0.53,NA,5.69,61.4
"Kluskus","2018","Feb","max",-0.06,-3.84,4.92,14.2,901.55,98.07,-1.66,2.11,-Inf,13.35,116.24
"Kluskus","2018","Feb","min",-23.06,-34.1,-16.33,0,871.4,66.58,-26.16,0,Inf,0.5,3.99
"Kluskus","2018","Feb","obs_na",0,0,0,0,0,0,0,0,28,0,0
"Kluskus","2018","Mar","mean",-5.18,-13.79,2.05,1.28,884.98,82.23,-8.06,0.43,NA,5.52,112.11
"Kluskus","2018","Mar","max",2.45,-2.33,10.79,7.2,894.88,96.33,-0.79,2.19,-Inf,11.08,238.9
"Kluskus","2018","Mar","min",-17.84,-30.13,-11.65,0,870.23,60.49,-20.38,0,Inf,2.52,28.84
"Kluskus","2018","Mar","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2018","Apr","mean",0.39,-7.68,7.6,0.81,886,70.31,-5.24,0.54,NA,6.44,184.01
"Kluskus","2018","Apr","max",8.6,-1.93,20.77,9.4,898.28,92.3,0.42,1.28,-Inf,10.83,300.72
"Kluskus","2018","Apr","min",-10.34,-24.88,-3.42,0,872.55,50.95,-17.08,0.05,Inf,3.78,60.77
"Kluskus","2018","Apr","obs_na",0,0,0,0,0,0,0,0,30,0,0
"Kluskus","2018","May","mean",9.28,-0.27,17.1,0.5,889.94,67.5,2.64,0.52,NA,6.34,255.64
"Kluskus","2018","May","max",14.92,4.77,24.61,5.2,896.93,87.78,7,1.21,-Inf,9.07,374.42
"Kluskus","2018","May","min",4,-5.33,10.49,0,884.33,55.09,-3.05,0.22,Inf,4.53,121.29
"Kluskus","2018","May","obs_na",0,0,0,0,0,0,0,0,31,0,0
"Kluskus","2018","Jun","mean",10.41,2.57,16.99,1.08,888,67.55,3.77,0.67,12.46,6.97,236.03
"Kluskus","2018","Jun","max",19.93,10.54,30.95,4.6,894.63,86.46,9.99,2.07,83.3,11.33,369.1
"Kluskus","2018","Jun","min",4.89,-2.63,11.25,0,882.09,46.19,-0.28,0.04,283.94,3.53,86.5
"Kluskus","2018","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Kluskus","2018","Jul","mean",13.9,4.32,22.3,1.83,894.5,67.21,6.73,0.42,355.36,6.34,248.11
"Kluskus","2018","Jul","max",21.92,11.05,31.92,14.2,900.66,86.2,11.08,1.11,89.09,10.58,344.52
"Kluskus","2018","Jul","min",8.86,-2.74,12.68,0,890.39,43.7,2.26,0.18,270.56,4.28,144.22
"Kluskus","2018","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Kluskus","2018","Aug","mean",14.24,5.59,22.06,0.2,890.98,58.89,5.28,0.47,6,6.22,172.53
"Kluskus","2018","Aug","max",18.91,13.35,29.24,4.4,899.67,73.65,9.45,1.29,84.99,10.32,300.2
"Kluskus","2018","Aug","min",10.04,-2.71,13.81,0,883.58,42.39,1.1,0.03,270.66,3.53,81.03
"Kluskus","2018","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Kluskus","2018","Sep","mean",5.08,-1.04,11.12,1.79,890.4,80.33,1.46,0.3,353.79,5.16,118.95
"Kluskus","2018","Sep","max",11.5,6.51,20.96,12.4,897.66,98.49,6.57,1.02,86.15,9.07,216.71
